step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,kde_pairwise_distance_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.015670670999952563,0.5528477690487413,0.0038386588737160656,0.5503519129738386,0.02334391507370702,nan,1.0708229425135487,0.9557780938300433,0.9733989636564081,nan,0.1416458850270973,0.1416458850270973,1,0.0341940120589162,0.010837555816858704,0.03142941135168505,1.0,1.0,0.0009765625,256,0.9774937511371283,1.0,0.7860154085347535,1.5113584501445778,65536,256,0,512,1024,nan,nan
25,0.11781903999963106,0.2761302966119693,0.0021955961340242884,0.21522938713603632,0.07962682887953812,nan,1.117758262204263,0.9129563019979509,0.9692854357977861,nan,0.0938706393814287,0.235516524408526,2,0.07574554686238212,0.03272607705636637,0.12703673733307433,0.8053212997767581,0.981398898488244,0.0019416263175629168,6400,0.9764006811005174,1.0000000000000002,0.7962393257513602,1.5096093405215485,131072,512,1024,1024,8960,nan,nan
50,0.22571723700002622,0.25605514667714663,0.001185628300965455,0.18947680383449758,0.09171163268417437,nan,1.1528143997288256,0.8722935685999624,0.9748920316712121,nan,0.08132546679597696,0.31684199120450296,3,0.061643010213788735,0.015740098769499864,0.32556100491022477,0.8126631277904702,0.9828391957618526,0.0021523651522078035,12800,0.9719085529687859,1.0,0.7811694901344775,1.7459298698875902,196608,768,2048,1536,17152,nan,nan
75,0.32901367399972514,0.2403901072180572,0.001074772201622915,0.1886907521513622,0.08368504898737353,nan,1.188779439108483,0.833672420832085,0.9775481400594322,nan,0.0772422955357549,0.39408428674025786,4,0.05964513703132177,0.013971512246451295,0.26549714683278136,0.8144356712807795,0.9828215730267045,0.0022175214937238934,19200,0.9800812897662873,1.0,0.7873623357244364,1.5938515997953484,262144,1024,3072,2048,25344,nan,nan
100,0.4428405369999382,0.21980228435808885,0.0010689689534288131,0.18159486547784323,0.0755765391599566,nan,1.2270184557981592,0.7969832533005222,0.9759982909013188,nan,0.07647803337935244,0.4705623201196103,5,0.057702603454581516,0.011151377675004284,0.22459911252829773,0.7942307199729001,0.9811925815777884,0.002260438115627778,25600,0.9806638183242681,1.0,0.7726532793583822,1.4500150515593635,327680,1280,4096,2560,33536,nan,nan
125,0.5597115059999851,0.19649885590934874,0.001298360674099196,0.17253790653206666,0.06550109964504507,nan,1.270648053811418,0.7621176739989189,0.9672342721896632,nan,0.08725919602651777,0.5578215161461281,6,0.055658725262857776,0.008575494845703056,0.6138942923742247,0.7394835791395011,0.9752319113470255,0.0030610805121801523,32000,0.981227662466658,1.0,0.7711515344476868,1.4509275201732175,393216,1536,5120,3072,41728,nan,nan
150,0.6652722159997211,0.17539508817490496,0.004624721937109487,0.15777101873647298,0.05764052033803517,nan,1.3300782326050318,0.7289356166750696,0.9409861507198988,nan,0.11886035758722757,0.6766818737333556,7,0.056653177564458056,0.013400114177245716,0.11446564305644227,0.732878368588059,0.975099891389551,0.0032124865860960715,38400,0.9811266756733179,1.0,0.7705946710675625,1.4026277983191686,458752,1792,6144,3584,49920,nan,nan
175,0.7728979599996819,0.157452116500679,0.009356217048338401,0.1388517156688464,0.05232790812317621,nan,1.3932956629366253,0.6973879750139813,0.9093163620493934,nan,0.1264348606631872,0.8031167343965429,8,0.06326962460605831,0.021753897500248427,0.06557268334854657,0.7536398383180464,0.9773052552900889,0.002918878683301147,44800,0.980875100005174,1.0,0.7741455142915775,1.425487650193202,524288,2048,7168,4096,58112,nan,nan
200,0.8818794699996033,0.13066139146851735,0.0062061969157363485,0.11891884161675083,0.047988197278179004,nan,1.4514406851747172,0.6674251349253656,0.881134179899917,nan,0.11629004447618396,0.9194067788727268,9,0.08706890654886365,0.020116163564808213,0.8728745679801645,0.8159766312064698,0.9834537722000127,0.002799890152929754,51200,0.982756583604062,0.9999999999999998,0.7800908546910071,1.3569089087262338,589824,2304,8192,4608,66304,0.8525665691576466,0.9455889304042802
225,0.9918033999997533,0.09654355759581931,0.004384546891406845,0.08843681167696076,0.039073253295453816,nan,1.5053243586950398,0.6389643183200263,0.8557113229849337,nan,0.10776734704064517,1.027174125913372,10,0.07826562629106029,0.022870607147463435,0.14212930867033813,0.7629156875877753,0.976755777000017,0.002318764367215482,57600,0.976588437799788,1.0,0.7915046813536092,1.4589303882937685,655360,2560,9216,5120,74496,0.8525665691576466,0.9455889304042802
