step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,kde_pairwise_distance_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.008980311000414076,0.6620207630898063,0.1005833300231298,0.2919053598642376,0.0971711681208752,0.17236090508156363,1.0,1.0,1.0,1.0,0.0,0.0,0,0.07756059992473625,0.050370047178822305,0.05284694188223078,1.0,1.0,0.0009765625,256,0.8178745304924977,1.0,0.48779584293484635,2.9716842005584048,65536,0,0,512,768,nan,nan
25,0.08362114900000961,0.4945024747426403,0.0061167850992597615,0.2656295946725127,0.060784538274305494,0.16197155669656238,1.0,1.0,1.0,1.0,0.0,0.0,0,0.05344140676086139,0.0379419807906642,0.0718729633382297,0.77235552063933,0.9767932540885224,0.0017360514344957239,6400,0.782400187869873,1.0,0.4875632424799118,4.001128598452544,131072,0,1024,1024,8448,nan,nan
50,0.1644802000000709,0.43989009043083294,0.003937123536696596,0.22843059625054526,0.05529406645369157,0.1522283041898995,1.0,1.0,1.0,1.0,0.0,0.0,0,0.04156369572560615,0.03230076359538605,0.0018063167225831765,0.6923932538017377,0.9686412932631195,0.0022900082722102227,12800,0.6979689664820834,1.0,0.48373002737520554,4.9551519913514745,196608,0,2048,1536,16384,nan,nan
75,0.24764152100033243,0.3417288431035014,0.01337767915054621,0.16205965980219372,0.03610187129095768,0.13018963285980373,1.0,1.0,1.0,1.0,0.0,0.0,0,0.035969639108641094,0.0316562153464577,0.07979424480129847,0.7741858318357322,0.9793893101286292,0.0022926347195678133,19200,0.7252701885575249,1.0,0.4813447355704804,5.254984925277859,262144,0,3072,2048,24320,nan,nan
100,0.33886871300001076,0.2906297658135574,0.054047954702505424,0.11321288461559854,0.013223635735525785,0.1101452907599276,1.0,1.0,1.0,1.0,0.0,0.0,0,0.036612112167158276,0.02555602454606398,0.0667594719438017,0.8104445442038077,0.9837587634220515,0.0021006863952988735,25600,0.7937370981412374,1.0,0.49868101428749695,4.007552549643888,327680,0,4096,2560,32256,nan,nan
125,0.4199461020002673,0.2846774784399849,0.060093408092414806,0.10548026356533391,0.010547860360672014,0.10855594642156419,1.0,1.0,1.0,1.0,0.0,0.0,0,0.05993643696392846,0.03877269120290541,0.20880799790752952,0.6994844040717271,0.9717003620072514,0.0028711290180442987,32000,0.8242796020796668,1.0,0.5214732096964382,3.2889558075598355,393216,0,5120,3072,40192,nan,nan
150,0.500770487000409,0.28885709636896895,0.06742515438087736,0.10107851469451673,0.009799379901658295,0.11055404739191652,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0983912800376823,0.07658253020387067,0.40947927501197046,0.6310164549967046,0.9612396302030711,0.003133227092276194,38400,0.792958721614519,1.0,0.5233849700513048,4.119252272919543,458752,0,6144,3584,48128,nan,nan
175,0.5792484330004299,0.28170663113851135,0.058771835139588384,0.10242251981755895,0.007504538231747484,0.11300773794961651,1.0,1.0,1.0,1.0,0.0,0.0,0,0.10467829888279379,0.07516392534657246,0.4584720220924085,0.6199084601842976,0.9597118944322602,0.003080849654626035,44800,0.7846233160162456,1.0,0.5220878101244113,4.026704021137468,524288,0,7168,4096,56064,nan,nan
200,0.6594272390002516,0.27397976422725956,0.059133789862460505,0.09661314977799737,0.006079031892395698,0.11215379269440597,1.0,1.0,1.0,1.0,0.0,0.0,0,0.1079284303454883,0.07542494473322309,0.44005195565893773,0.6473299788553099,0.9637069248536717,0.002901713627598254,51200,0.7348388067933597,1.0000000000000002,0.5239398528903952,4.955831391817535,589824,0,8192,4608,64000,0.5708884291361797,0.9072172301234475
225,0.7446286800000053,0.26542472702025854,0.05894738579290178,0.08944378234677318,0.005369096742874547,0.11166446213770903,1.0,1.0,1.0,1.0,0.0,0.0,0,0.09461355679635816,0.06441453704760546,0.3350300260952955,0.6499530663499823,0.9636721908024048,0.0029999381341276237,57600,0.6901516847178325,0.9999999999999999,0.4984461456641803,5.792148361000124,655360,0,9216,5120,71936,0.5708884291361797,0.9072172301234475
