step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,vrba_attention_effective_sample_fraction,vrba_multiplier_mean,vrba_multiplier_min,vrba_multiplier_max,vrba_temperature,vrba_local_updates,kde_pairwise_distance_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.0534640920000129,97.51568273662457,97.49641549006992,nan,0.018814919601904196,nan,1.0,nan,1.0240408655635227,nan,0.024040865563522695,0.024040865563522695,1,0.0030359239010618044,8.178832161676334e-05,0.07226625895240874,1.0,1.0,0.00048828125,512,1.0,1.0,1.0,1.0,0.9999763604106492,1.0044237528934048,1.0010057006128883,1.009,7.984367305037409,1,0,0,0,1024,1536,nan,nan
50,1.018588747999729,26.543029696966478,19.184911809479978,nan,5.696793553771679,nan,1.0,nan,1.2916244582208718,nan,0.0008674713150089719,0.2916244582208718,50,0.0684441499410336,0.031567731360227724,0.12324406726442068,1.0,1.0,0.00048828125,25600,1.0,1.0,1.0,1.0,0.9757509762629923,1.1936051810065669,1.0684520917982225,1.4017610751981642,3.09133576758662,50,0,0,0,3072,28672,nan,nan
100,1.8674974079999629,14.848114434354578,11.713088803803537,nan,2.378667370778796,nan,1.0,nan,1.3179756316767426,nan,0.0003579415276817599,0.3179756316767426,100,0.04327648034046114,0.02348094590928808,1.025939625839336,1.0,1.0,0.00048828125,51200,1.0,1.0,1.0,1.0,0.972077147523129,1.351687911143301,1.168555956032109,1.6409416407131252,1.9446654474093557,100,0,0,0,5120,56320,nan,nan
150,2.7919453679996877,4.461954932783453,3.751962449880089,nan,0.5327999241535211,nan,1.0,nan,1.332568663614874,nan,0.0002330333042321886,0.3325686636148739,150,0.09767687917859133,0.008924547838357368,0.6432578819841993,1.0,1.0,0.00048828125,76800,1.0,1.0,1.0,1.0,0.9577729933431665,1.4814932891344113,1.2363955967706783,1.9606387162633256,0.9459663690951243,150,0,0,0,7168,83968,nan,nan
200,3.796951983999861,1.411038718538406,1.2200259840861443,nan,0.14229887461996255,nan,1.0,nan,1.3423348214270778,nan,0.00017374300482453364,0.34233482142707783,200,0.23939086550208732,0.018749890451756145,0.14366111256487718,1.0,1.0,0.00048828125,102400,1.0,1.0,1.0,1.0,0.9497684175660742,1.60859077319135,1.3013973289025829,2.331411772213052,0.5118503813776987,200,0,0,0,9216,111616,0.272938517272247,0.37375338507881994
