step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,weight_physics,weight_initial,weight_boundary,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.03106476700031635,0.4910313374042135,0.10125467412466378,0.31960547722381305,0.07287420963237111,1.0010371277875034,0.9889253689990103,1.0100375032134863,0.02214926200197942,0.02214926200197942,1,0.047674232817931345,0.029467480656370955,0.030415761942251734,1.0,1.0,0.0013020833333333333,192,192,0,384,768,nan,nan
10,0.10189430300033564,0.36637359137985337,0.020825660341574535,0.3042548736652931,0.03705157000565862,0.9639878898136809,1.0136867997908041,1.022325310395515,0.07409847594764507,0.09624773794962449,2,0.131514564894813,0.030676034165230442,0.05055612987458845,1.0,1.0,0.0013020833333333333,1920,384,0,768,3072,nan,nan
20,0.19572949800021888,0.35475560791501687,0.003476783124245046,0.28374824999456566,0.05390125893143525,0.8978241428105823,1.0368817176445693,1.0652941395448483,0.13232749400619703,0.22857523195582152,3,0.10552372972115631,0.021117434724100576,0.1061452509229855,1.0,1.0,0.0013020833333333333,3840,576,0,1152,5568,nan,nan
30,0.26651329500009524,0.35766396299776104,0.0025507914197152957,0.28698468944092126,0.04655645650747458,0.8402865710927405,1.0604909406424214,1.0992224882648378,0.11507514343568348,0.343650375391505,4,0.08298304682914778,0.017240780921400023,0.18742708742279415,1.0,1.0,0.0013020833333333333,5760,768,0,1536,8064,nan,nan
40,0.9605434660002174,0.3507769683651159,0.004885167656721504,0.27873003854230166,0.041088185421054045,0.7988330841046885,1.0790716242466663,1.1220952916486453,0.08290697397610436,0.42655734936760936,5,0.10997272956961243,0.021532167551337238,0.1455108626033096,1.0,1.0,0.0013020833333333333,7680,960,0,1920,10560,0.8841579400132678,1.0751130116301073
50,1.0350376629999118,0.3374037423691241,0.0030948189802586777,0.2623832801404429,0.04185935718204044,0.7589756539188856,1.0939720657838574,1.147052280297257,0.07971486037160569,0.506272209739215,6,0.09728512727248034,0.022126924402593146,0.11774324309928483,1.0,1.0,0.0013020833333333333,9600,1152,0,2304,13056,0.8841579400132678,1.0751130116301073
60,1.1180349599999317,0.3142419526403234,0.0032721378158375148,0.24241868874394462,0.0379644299206743,0.7310192539183994,1.1039603560647766,1.1650203900168241,0.05591280000097254,0.5621850097401876,7,0.09526831206256758,0.02510576075332144,0.11087296385341051,1.0,1.0,0.0013020833333333333,11520,1344,0,2688,15552,0.8841579400132678,1.0751130116301073
70,1.1897052590002204,0.28002241901748914,0.004506466342341786,0.21574864708670982,0.03217992745098783,0.7189955484899644,1.1079215043638357,1.1730829471462,0.02404741085687012,0.5862324205970577,8,0.09995575692876604,0.02956142904101859,0.10594984063831593,1.0,1.0,0.0013020833333333333,13440,1536,0,3072,18048,0.8841579400132678,1.0751130116301073
80,1.3030577930003346,0.23723451307096544,0.007884091851432502,0.18267973119905545,0.026278077801623397,0.7342167122616748,1.0991280962932222,1.166655191445103,0.03044232754342102,0.6166747481404787,9,0.09572742002348802,0.034201980699864465,0.20338279318522984,1.0,1.0,0.0013020833333333333,15360,1728,0,3456,20544,0.7833462072957913,1.1833732851058318
90,1.377992653000092,0.19667641417570847,0.015905251153301936,0.15005862424407074,0.019898990059405666,0.7804253708041388,1.0763418324103435,1.1432327967855178,0.09241731708492784,0.7090920652254066,10,0.10213252695471994,0.04986713308316851,0.07619777211104083,1.0,1.0,0.0013020833333333333,17280,1920,0,3840,23040,0.7833462072957913,1.1833732851058318
100,1.4744930460001342,0.17080288330071366,0.030242970015263965,0.12409391857218785,0.014227861587729864,0.8545433153544182,1.0415746029939599,1.1038820816516217,0.14823588910055918,0.8573279543259658,11,0.10842735353529243,0.0773278023870454,0.012663830424065126,1.0,1.0,0.0013020833333333333,19200,2112,0,4224,25536,0.7833462072957913,1.1833732851058318
110,1.5375179850002496,0.16083948438017098,0.04314656488478938,0.10970623958977513,0.009646889084100194,0.9411227628218469,1.0031197402085574,1.0557574969695953,0.1731588949348576,1.0304868492608232,12,0.11405963814017099,0.10153442120143523,0.07094070286608112,1.0,1.0,0.0013020833333333333,21120,2304,0,4608,28032,0.7833462072957913,1.1833732851058318
120,1.6123451150001529,0.1547862064782192,0.045086393960638876,0.1043659185576995,0.007635185358674668,1.0232432265035807,0.967210231761232,1.009546541735187,0.16424092736346751,1.1947277766242907,13,0.11510128800717587,0.1073690118191212,0.10113446561951406,1.0,1.0,0.0013020833333333333,23040,2496,0,4992,30528,0.6059538294859554,1.0931766868092039
