step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,weight_physics,weight_initial,weight_boundary,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.03161118500020166,0.38970563207920483,0.005519052270157972,0.41083328565460303,0.004788587604867463,1.0297253449870332,0.9225282169286023,1.0477464380843646,0.15494356614279547,0.15494356614279547,1,0.0036068036352934554,0.0009191448865770824,0.004359454607681853,1.0,1.0,0.0013020833333333333,192,192,0,384,768,nan,nan
10,0.09075205700037259,0.30320128606586183,0.0017889133982204944,0.29554289756815694,0.044190834452021106,0.9777631799695811,0.843787861722017,1.1784489583084021,0.2614050404480749,0.41634860659087036,2,0.03300817364443387,0.0027197756947976268,0.022799619137427833,1.0,1.0,0.0013020833333333333,1920,384,0,768,3072,nan,nan
20,0.1832873930002279,0.2722756724992758,0.0035335852097548048,0.2859591523120779,0.03758626330048621,0.963792157310602,0.7743863971728019,1.2618214455165961,0.16674497441638825,0.5830935810072586,3,0.031338264014848,0.006033274410525334,0.031994596904999215,1.0,1.0,0.0013020833333333333,3840,576,0,1152,5568,nan,nan
30,0.2705604340003447,0.24104084860965613,0.0017403775832632786,0.3037943991478361,0.01571130262881905,0.96072040671351,0.7196850353954836,1.3195945578910064,0.11554622474882059,0.6986398057560792,4,0.005950762798571256,0.0012049771458450187,0.04759785224816381,1.0,1.0,0.0013020833333333333,5760,768,0,1536,8064,nan,nan
40,0.9477589140001328,0.21159698817962025,0.0021002396583731805,0.27740485457427044,0.017651794061079244,0.9685894517312661,0.6687300515562056,1.3626804967125283,0.10190996767855598,0.8005497734346352,5,0.00922806305598243,0.002128793595743041,0.072346954345342,1.0,1.0,0.0013020833333333333,7680,960,0,1920,10560,0.8657901925979249,1.0943823694615618
50,1.0131414360002964,0.18375533133198638,0.00357259796859071,0.2557926423692749,0.015622163065065595,1.0084302647677672,0.6205591490225755,1.3710105862096575,0.09634180506726042,0.8968915785018956,6,0.008343267806473136,0.002565554054923716,0.056938081149417466,1.0,1.0,0.0013020833333333333,9600,1152,0,2304,13056,0.8657901925979249,1.0943823694615618
60,1.087983061000159,0.15849891317561174,0.0043402995358765096,0.2364017594010519,0.013043405404797048,1.065174884214774,0.575931118965955,1.3588939968192715,0.1134892388940133,1.0103808173959088,7,0.00639144160793037,0.003617305882888563,0.06570734167621041,1.0,1.0,0.0013020833333333333,11520,1344,0,2688,15552,0.8657901925979249,1.0943823694615618
70,1.1913731650001864,0.1368770644376887,0.005669101345661196,0.21723411951069763,0.010880479613871468,1.1379825933131456,0.5338703180014147,1.32814708868544,0.14561541819674328,1.155996235592652,8,0.0056645655931805115,0.004783594064189305,0.06921774034126267,1.0,1.0,0.0013020833333333333,13440,1536,0,3072,18048,0.8657901925979249,1.0943823694615618
80,1.2694564410003295,0.11963754592407089,0.007848115152888422,0.20058341648931627,0.008521703764986463,1.224915151152608,0.49409912147312063,1.2809857273742715,0.17386511567892504,1.3298613512715771,9,0.009568170665883172,0.005649389071249983,0.08827931589562882,1.0,1.0,0.0013020833333333333,15360,1728,0,3456,20544,0.7401968794741276,1.0521694334024239
90,1.3330741960003252,0.10718174546266854,0.010302372096740795,0.1888304632148933,0.005946336596543309,1.3202381053845218,0.45707483291708945,1.222687061698389,0.19064590846382762,1.5205072597354048,10,0.017609316703092508,0.005945286575535469,0.10118777043766722,1.0,1.0,0.0013020833333333333,17280,1920,0,3840,23040,0.7401968794741276,1.0521694334024239
100,1.419699624000259,0.09889641283357556,0.01226551012811356,0.18188242818564132,0.003916598884598162,1.417481708766055,0.42318341391588304,1.1593348773180623,0.1944872067630662,1.7149944664984709,11,0.024810774055040945,0.005796274990930885,0.11062828487341957,1.0,1.0,0.0013020833333333333,19200,2112,0,4224,25536,0.7401968794741276,1.0521694334024239
110,1.4814624950004145,0.09300026699307284,0.013322164978205181,0.17717645579482907,0.0030653773226349736,1.5091965299631669,0.39241975459777473,1.0983837154390585,0.183429642394224,1.8984241088926948,12,0.028095366922380592,0.0057888225206669044,0.12047604574360109,1.0,1.0,0.0013020833333333333,21120,2304,0,4608,28032,0.7401968794741276,1.0521694334024239
120,1.5423047650001536,0.0879720513596909,0.01332982502913241,0.17487460361953705,0.002856491814662747,1.5906514739618032,0.36474736492855453,1.0446011611096424,0.16290988799727263,2.0613339968899673,13,0.029648883103826254,0.005767814339882581,0.12996748800137298,1.0,1.0,0.0013020833333333333,23040,2496,0,4992,30528,0.6850242267130773,0.9562591677937391
