step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,weight_physics,weight_initial,weight_boundary,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.02772093700014011,0.49373436098084794,0.10125467412466378,0.31960547722381305,0.07287420963237111,1.0,1.0,1.0,0.0,0.0,0,0.047656218800906286,0.029474729795693592,0.030367944897367584,1.0,1.0,0.0013020833333333333,192,0,0,384,576,nan,nan
10,0.0909945430003063,0.36187479430339364,0.020956815771172477,0.3022867094696558,0.03863126906256539,1.0,1.0,1.0,0.0,0.0,0,0.1325348682215879,0.03126249154431275,0.05149774099696238,1.0,1.0,0.0013020833333333333,1920,0,0,768,2688,nan,nan
20,0.15443067900014285,0.3410935968615358,0.0031888405111015357,0.28384835196725516,0.0540564043831791,1.0,1.0,1.0,0.0,0.0,0,0.10435074506748457,0.021180912258605224,0.07179496524415234,1.0,1.0,0.0013020833333333333,3840,0,0,1152,4992,nan,nan
30,0.30688937600007193,0.3362285002198566,0.0025654246597095766,0.28609836772238395,0.04756470783776304,1.0,1.0,1.0,0.0,0.0,0,0.08354004618999095,0.017452281375866775,0.18627332022037904,1.0,1.0,0.0013020833333333333,5760,0,0,1536,7296,nan,nan
40,0.9991335429999708,0.32497515575221847,0.004522067287575984,0.2772075978950941,0.04324549056954838,1.0,1.0,1.0,0.0,0.0,0,0.11000580701208279,0.02179072498564694,0.15370234935485558,1.0,1.0,0.0013020833333333333,7680,0,0,1920,9600,0.8833734101119215,1.07733259034524
50,1.0588464930001464,0.3089435506877582,0.002682062660327196,0.2617191941202338,0.04454229390719715,1.0,1.0,1.0,0.0,0.0,0,0.0932864323753036,0.02264191389683698,0.07560669303536348,1.0,1.0,0.0013020833333333333,9600,0,0,2304,11904,0.8833734101119215,1.07733259034524
60,1.124441471999944,0.28694532631969083,0.0029104205328388377,0.24439593763916884,0.03963896814768318,1.0,1.0,1.0,0.0,0.0,0,0.09811281629903101,0.025880425183497664,0.02564473876333828,1.0,1.0,0.0013020833333333333,11520,0,0,2688,14208,0.8833734101119215,1.07733259034524
70,1.2026497240003664,0.25811914061339986,0.0037449600821085082,0.2201084130307311,0.03426576750056024,1.0,1.0,1.0,0.0,0.0,0,0.09855948213091398,0.029605806700160466,0.13068811673016092,1.0,1.0,0.0013020833333333333,13440,0,0,3072,16512,0.8833734101119215,1.07733259034524
80,1.2756281990000389,0.2248576384245876,0.006317948280654374,0.18991218008373054,0.028627510060202706,1.0,1.0,1.0,0.0,0.0,0,0.09715875310434789,0.034075752235160406,0.17653005334483524,1.0,1.0,0.0013020833333333333,15360,0,0,3456,18816,0.7891667779189026,1.1737814586065694
90,1.3456516920000468,0.19427926032600423,0.012378665429707678,0.15975217844223658,0.02214841645405998,1.0,1.0,1.0,0.0,0.0,0,0.10217197478186865,0.0451551787085918,0.047250563635145564,1.0,1.0,0.0013020833333333333,17280,0,0,3840,21120,0.7891667779189026,1.1737814586065694
100,1.414079915000002,0.17414648907579608,0.023080435315189884,0.13525387769686203,0.015812176063744156,1.0,1.0,1.0,0.0,0.0,0,0.10550903166708134,0.06454451294676787,0.017975058856761362,1.0,1.0,0.0013020833333333333,19200,0,0,4224,23424,0.7891667779189026,1.1737814586065694
110,1.4822869610002272,0.16471451188782035,0.034022973033916264,0.11933862383140464,0.01135291502249945,1.0,1.0,1.0,0.0,0.0,0,0.11069361478555877,0.08611222176302635,0.06759990489675013,1.0,1.0,0.0013020833333333333,21120,0,0,4608,25728,0.7891667779189026,1.1737814586065694
120,1.5540720910003074,0.15898642494782772,0.03890490326432306,0.11096247696224612,0.009119044721258534,1.0,1.0,1.0,0.0,0.0,0,0.11332881027773484,0.0969980305711377,0.09194672403579962,1.0,1.0,0.0013020833333333333,23040,0,0,4992,28032,0.6188029838491315,1.1059794529408409
