step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,kde_pairwise_distance_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.036643045999881,53.47512149307672,53.461570217836126,nan,0.013551275240592226,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.0018260650500590342,5.341249480473203e-05,0.3837055302405908,1.0,1.0,0.00048828125,512,0.7905441715694933,1.0,0.4511399805559583,3.621875785170488,262144,0,0,1024,1536,nan,nan
50,0.7293236509999588,19.03265254692397,15.965042065553966,nan,3.067610481370004,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.12433497230999407,0.069894416351775,0.8761538197890953,0.6196761247966198,0.9667238211861924,0.001701273668984555,25600,0.7682197972071348,0.9999999999999999,0.4530541279142765,3.90308041623672,786432,0,4096,3072,32768,nan,nan
100,1.4123817559998315,9.11637700865668,7.854373335030867,nan,1.2620036736258136,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.10455332723683133,0.011572498771892092,0.45116235093677726,0.7409608456059276,0.9774533118048431,0.0013368193771954892,51200,0.725485697872088,1.0,0.44651471904820317,5.107884758877419,1310720,0,8192,5120,64512,nan,nan
150,2.112236242999643,2.8285066826297856,2.646648402492663,nan,0.18185828013712244,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.14863832729185208,0.00905610172095473,0.8295168749171262,0.7872911396377797,0.9825181728106501,0.0013561414692923337,76800,0.7295169348632952,1.0,0.4440340238676016,4.7929609551579,1835008,0,12288,7168,96256,nan,nan
200,2.8656958980000127,0.679242911206219,0.6128906573649613,nan,0.06635225384125773,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.101066292821038,0.03631240780038344,0.505869271467925,0.7691408946834618,0.9806634641057466,0.001495883344580774,102400,0.7655345455274848,0.9999999999999999,0.45224332731520056,4.170793714359942,2359296,0,16384,9216,128000,nan,nan
250,3.627604871999665,0.29027399004835286,0.25993881229953403,nan,0.03033517774881886,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.08413958183584443,0.05171784683586463,0.4326778951863608,0.7803262065750333,0.9816185997047864,0.0014222446168138327,128000,0.8258612876925928,1.0,0.46396613120532043,3.1646206953522773,2883584,0,20480,11264,159744,nan,nan
300,4.375891286999831,0.13076266012097054,0.11554267783184652,nan,0.015219982289124027,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.10620489607020336,0.0685905386614963,0.7826583025528573,0.7475405866656545,0.978852883046645,0.001553727060529599,153600,0.7973276858994938,1.0,0.45507926802870785,3.53808795910071,3407872,0,24576,13312,191488,nan,nan
350,5.127135903999715,0.08333744431814208,0.07226313671442935,nan,0.01107430760371272,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.15521379506509764,0.11197395164775284,1.4204275304007539,0.7772563704789239,0.98132091212764,0.0017168886070525733,179200,0.7981955128987512,1.0,0.45311515370970146,3.8756446242883333,3932160,0,28672,15360,223232,nan,nan
400,5.880837734999659,0.06882108872964152,0.05960329728801059,nan,0.009217791441630926,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.10053539924551147,0.11633165025222521,0.09722537870119022,0.7854219266099824,0.9820586582686328,0.001642406624741561,204800,0.8135254729098628,1.0,0.4634525022887263,3.990807578250845,4456448,0,32768,17408,254976,nan,nan
450,6.636076806999881,0.049191805141347585,0.0404510779411036,nan,0.008740727200243985,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.030108975946895822,0.1400303743204796,0.6471110456308066,0.7724581375474879,0.9809726715464666,0.001752021144983486,230400,0.793409139557724,0.9999999999999999,0.4554578945761228,3.7058673679013756,4980736,0,36864,19456,286720,nan,nan
500,7.3912340059996495,0.03994216240760068,0.031148397094838444,nan,0.008793765312762231,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.055850402931509814,0.1382047446252681,0.4436626878788911,0.7585729046733732,0.9799147870428024,0.0015599362188215074,256000,0.7843610636694214,1.0,0.44695011720549566,3.932606986137947,5505024,0,40960,21504,318464,0.12851457564216776,0.29204670980891834
550,8.109784303999731,0.03475032023189246,0.026387072799698114,nan,0.008363247432194344,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.03924693712182126,0.1607198048259274,0.1158107847196925,0.7768553469694132,0.9814356727332734,0.0017466309483243478,281600,0.7643646540262845,1.0,0.4552920101548108,4.341194636044026,6029312,0,45056,23552,350208,0.12851457564216776,0.29204670980891834
600,8.855786525999974,0.030999340709326063,0.022787957099227495,nan,0.008211383610098568,nan,1.0,nan,1.0,nan,0.0,0.0,0,0.0656780531817234,0.16353936833797778,0.24284073681528734,0.7646354418252802,0.9803136614907259,0.0018162006125616958,307200,0.7761623330785675,1.0,0.44860095663591976,3.725311911215687,6553600,0,49152,25600,381952,0.12851457564216776,0.29204670980891834
