step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.028031910999970933,0.5028323271406919,0.023256426836444855,0.47143607081211786,0.019747945144337427,nan,1.013331222367305,0.9741970458386822,1.0124717317940126,nan,0.05160590832263545,0.05160590832263545,1,0.010355161958638157,0.008418693507075555,0.07859138040034433,1.0,1.0,0.00048828125,512,0.7680792019359637,1.0,0.44072642100410453,3.919338183289532,512,0,1024,2048,nan,nan
50,0.2863259630000812,0.2036920603181003,0.03470611769167561,0.15085953309814779,0.021290822742237585,nan,1.013331222367305,0.9741970458386822,1.0124717317940126,nan,0.0,0.05160590832263545,1,0.010355161958638157,0.008418693507075555,0.07859138040034433,1.0,1.0,0.00048828125,25600,0.7680792019359637,1.0,0.44072642100410453,3.919338183289532,512,0,1024,27136,nan,nan
100,0.5822029109999676,0.17904234188675838,0.0929238484496594,0.07870072301281897,0.005917397083501835,nan,1.0719378989212869,0.9346184321430749,0.9934436689356381,nan,0.11721335310796366,0.1688192614305991,2,0.028048059296839456,0.008766539356589787,0.0455071134253986,0.5921409928602027,0.9596602564353867,0.0016113003996205484,51200,0.7355747953386675,1.0,0.44721773171620344,4.300759929696993,1024,2048,2048,56320,nan,nan
150,0.8462574140000925,0.15584004307401747,0.05606199143895968,0.09682834821732805,0.00528214223694749,nan,1.0719378989212869,0.9346184321430749,0.9934436689356381,nan,0.0,0.1688192614305991,2,0.028048059296839456,0.008766539356589787,0.0455071134253986,0.5921409928602027,0.9596602564353867,0.0016113003996205484,76800,0.7355747953386675,1.0,0.44721773171620344,4.300759929696993,1024,2048,2048,81920,nan,nan
200,1.1264115599999514,0.15710607495371848,0.06488976444517261,0.08707607024043311,0.006319880415989918,nan,1.1192203427607288,0.8989258679113427,0.9818537893279284,nan,0.09456488767888382,0.26338414910948293,3,0.03663921021954904,0.012153917984700405,0.03649990985158049,0.7056091722379167,0.9732845697003528,0.001272647764911683,102400,0.750890268079092,0.9999999999999998,0.4551302250687162,4.638199879565025,1536,4096,3072,111104,nan,nan
250,1.396504018000087,0.14416823353806568,0.04630642028069064,0.09655134854100114,0.005651188837450772,nan,1.1192203427607288,0.8989258679113427,0.9818537893279284,nan,0.0,0.26338414910948293,3,0.03663921021954904,0.012153917984700405,0.03649990985158049,0.7056091722379167,0.9732845697003528,0.001272647764911683,128000,0.750890268079092,0.9999999999999998,0.4551302250687162,4.638199879565025,1536,4096,3072,136704,nan,nan
300,1.6838082120000308,0.1472606385070481,0.05587692164677041,0.090447274956754,0.003843989871222997,nan,1.1657610570439092,0.8668343616697927,0.967404581286298,nan,0.09308142856636081,0.35646557767584375,4,0.041454878809630086,0.04786640357862445,0.20316372820826128,0.6301349236709801,0.9654281153674895,0.0017385413276614393,153600,0.7232621063727659,0.9999999999999999,0.4534960284541862,4.087203878286738,2048,6144,4096,165888,nan,nan
350,1.963137394000114,0.135164418215471,0.0388974487641536,0.10024793637310968,0.0030193482123866966,nan,1.1657610570439092,0.8668343616697927,0.967404581286298,nan,0.0,0.35646557767584375,4,0.041454878809630086,0.04786640357862445,0.20316372820826128,0.6301349236709801,0.9654281153674895,0.0017385413276614393,179200,0.7232621063727659,0.9999999999999999,0.4534960284541862,4.087203878286738,2048,6144,4096,191488,nan,nan
400,2.29307330000006,0.14007079037891923,0.04837020913354584,0.09457854725270437,0.0022788660673903356,nan,1.2119135227386555,0.8383070151492479,0.9497794621120967,nan,0.09230493138949236,0.4487705090653361,5,0.06811709495405187,0.053890376143176016,0.317379145920063,0.5785628118381957,0.9583905064929037,0.002251057062499697,204800,0.7037994274953174,1.0,0.45390858394560807,4.734010918958908,2560,8192,5120,220672,nan,nan
450,2.5828051490000234,0.12318473212777034,0.035682327079013726,0.09312051972567909,0.00197651407767295,nan,1.2119135227386555,0.8383070151492479,0.9497794621120967,nan,0.0,0.4487705090653361,5,0.06811709495405187,0.053890376143176016,0.317379145920063,0.5785628118381957,0.9583905064929037,0.002251057062499697,230400,0.7037994274953174,1.0,0.45390858394560807,4.734010918958908,2560,8192,5120,246272,nan,nan
500,3.4895661840000685,0.12681671576824244,0.045991501656268384,0.08296732202227229,0.0018694507883092936,nan,1.256184670818574,0.8111547005731728,0.9326606286082532,nan,0.08854229615983711,0.5373128052251732,6,0.06733965342073021,0.04660906826307819,0.25819217997658805,0.6337458003666556,0.9667882875545574,0.0022232575125676495,256000,0.7049381633804436,1.0,0.4549659477694813,4.319623854132929,3072,10240,6144,275456,0.5056002109823808,0.8868539675249776
550,3.7513344450001114,0.117300339132961,0.030930797102235487,0.09515933116415794,0.0013473359346179781,nan,1.256184670818574,0.8111547005731728,0.9326606286082532,nan,0.0,0.5373128052251732,6,0.06733965342073021,0.04660906826307819,0.25819217997658805,0.6337458003666556,0.9667882875545574,0.0022232575125676495,281600,0.7049381633804436,1.0,0.4549659477694813,4.319623854132929,3072,10240,6144,301056,0.5056002109823808,0.8868539675249776
600,4.037454338000089,0.11033996910097892,0.028608112602111845,0.0915506002131525,0.001106286044797054,nan,1.2946382093597517,0.7896150922806188,0.9157466983596296,nan,0.07690707708235534,0.6142198823075286,7,0.010484123130750145,0.026964093509861578,0.056090476268267686,0.6869265085201082,0.9725820161184912,0.0019181394907400355,307200,0.6987578771481275,1.0,0.45415123981044797,5.021290154768995,3584,12288,7168,330240,0.5056002109823808,0.8868539675249776
650,4.295443657000078,0.1015700264102992,0.02528269315892756,0.08596232520301686,0.0010493474506845452,nan,1.2946382093597517,0.7896150922806188,0.9157466983596296,nan,0.0,0.6142198823075286,7,0.010484123130750145,0.026964093509861578,0.056090476268267686,0.6869265085201082,0.9725820161184912,0.0019181394907400355,332800,0.6987578771481275,1.0,0.45415123981044797,5.021290154768995,3584,12288,7168,355840,0.5056002109823808,0.8868539675249776
700,4.6084258959999715,0.11420559138944703,0.03718049458806495,0.08303545190678545,0.0008832956305909833,nan,1.3363277847665276,0.7674874510856072,0.8961847641478655,nan,0.08337915081355152,0.6975990331210801,8,0.03667531750984918,0.03732766484964159,0.06443327958977717,0.5691561814889529,0.9591955368590386,0.004928982684536609,358400,0.6978511793472272,1.0,0.4586669893359493,5.15225858213447,4096,14336,8192,385024,0.5056002109823808,0.8868539675249776
750,4.909216221999941,0.09738935677930143,0.02165084384053477,0.08834794429345041,0.0007261828622347774,nan,1.3363277847665276,0.7674874510856072,0.8961847641478655,nan,0.0,0.6975990331210801,8,0.03667531750984918,0.03732766484964159,0.06443327958977717,0.5691561814889529,0.9591955368590386,0.004928982684536609,384000,0.6978511793472272,1.0,0.4586669893359493,5.15225858213447,4096,14336,8192,410624,0.5056002109823808,0.8868539675249776
800,5.191319804999921,0.10761943332539024,0.032181283088904875,0.08393170656686817,0.0006469572158976502,nan,1.3747401661935572,0.7483609877191911,0.876898846087252,nan,0.07682476285405926,0.7744237959751393,9,0.18881961310362133,0.08682127314352653,0.716764798795569,0.6013730582592469,0.9622019390538966,0.0036641365237848307,409600,0.6644815075241642,0.9999999999999999,0.4567303437534198,6.382562886985016,4608,16384,9216,439808,0.5056002109823808,0.8868539675249776
