step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,kde_pairwise_distance_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.008921551999719668,0.5523908131556761,0.007980888370188538,0.30814207386672665,0.08312697999477028,0.15314087092399067,1.0,1.0,1.0,1.0,0.0,0.0,0,0.010030931982204287,0.02689326817401054,0.022120326165926154,1.0,1.0,0.0009765625,256,0.9775878080831647,1.0,0.781775881152213,1.4666690617228664,65536,0,0,512,768,nan,nan
25,0.086723014999734,0.5178774311201982,0.01071364061407432,0.28922552221998377,0.06143266832158504,0.1565055999645551,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0441500024081774,0.04643360364198699,0.24075873200192008,0.7384127065747934,0.9729189751285445,0.0018403852948160587,6400,0.9767840421922087,1.0,0.7840272029658685,1.7002306181672486,131072,0,1024,1024,8448,nan,nan
50,0.17322452500002328,0.4131426591703059,0.012110901757122254,0.21248636163851262,0.04941141441872649,0.1391339813559445,1.0,1.0,1.0,1.0,0.0,0.0,0,0.04100586463497456,0.04903209522646594,0.2093914156520079,0.8756358568654544,0.9892317378000652,0.0019188341619380688,12800,0.9795429672771954,0.9999999999999999,0.7904615530377358,1.3900900747398743,196608,0,2048,1536,16384,nan,nan
75,0.25631822800005466,0.25205929819380896,0.0901463091912465,0.09563759390922866,0.00410032422998122,0.062175070863352576,1.0,1.0,1.0,1.0,0.0,0.0,0,0.048885764273930585,0.051932695579877515,0.09464382921336745,0.8447610222211294,0.9862403793551241,0.0019469604220999149,19200,0.9779044490977578,1.0,0.7883744515317411,1.427980768723494,262144,0,3072,2048,24320,nan,nan
100,0.33565509199979715,0.24379325892391282,0.0805248208212131,0.08870485898280916,0.007124688978598102,0.06743889014129245,1.0,1.0,1.0,1.0,0.0,0.0,0,0.07709542647944528,0.08553886148478757,0.253959917242603,0.6907701614057918,0.9691124936344199,0.00260912247108793,25600,0.977007195607385,1.0,0.799417936047725,1.397881873687721,327680,0,4096,2560,32256,nan,nan
125,0.41885836999972526,0.24682825345021076,0.08706853888016527,0.09021428348728999,0.004638094403295025,0.06490733667946046,1.0,1.0,1.0,1.0,0.0,0.0,0,0.11239742895583013,0.11295558545677245,0.4027694739954586,0.6427403494557302,0.9632972555297092,0.003115482064172348,32000,0.9819990551718553,1.0000000000000002,0.8153058522427667,1.3861295861255536,393216,0,5120,3072,40192,nan,nan
150,0.5053739309996672,0.24594695323941448,0.08134856887430751,0.0915813984807521,0.005555351412415314,0.06746163447193956,1.0,1.0,1.0,1.0,0.0,0.0,0,0.1356093019574293,0.1266946631269484,0.5371545203119197,0.619287017036888,0.9607769373149069,0.00350991135607597,38400,0.9781968639513761,0.9999999999999998,0.8179951297931491,1.468755669124967,458752,0,6144,3584,48128,nan,nan
175,0.586047034999865,0.23710527717511087,0.07257725948827035,0.08986087040544233,0.004954431294445076,0.06971271598695311,1.0,1.0,1.0,1.0,0.0,0.0,0,0.12168345411477528,0.11895342551147078,0.39721445349872897,0.7022713318858229,0.971430069983331,0.003158679367674053,44800,0.9792280028921284,0.9999999999999999,0.8084735617441727,1.6018669028254433,524288,0,7168,4096,56064,nan,nan
200,0.6748293189998549,0.2309564081502895,0.07626858101279885,0.08078463138899084,0.005115167233605387,0.06878802851489442,1.0,1.0,1.0,1.0,0.0,0.0,0,0.14092990270650696,0.12654731907064334,0.43597215770177605,0.7153325363320799,0.9725631676547348,0.0026476623709552243,51200,0.9787109703212258,1.0,0.8070110488188582,1.610759774501957,589824,0,8192,4608,64000,0.5732565204206944,1.0523132858771458
225,0.7620624159999352,0.23424667993630985,0.08326661130659743,0.0802447862890532,0.005169710567900228,0.06556557177275898,1.0,1.0,1.0,1.0,0.0,0.0,0,0.15681767697634996,0.129642627594293,0.5775953643350206,0.7005943975151393,0.970867693458655,0.002658949994455955,57600,0.9797609479738181,0.9999999999999999,0.809528712623468,1.4334810155973488,655360,0,9216,5120,71936,0.5732565204206944,1.0523132858771458
