id,problem,variant,seed,relative_l2,max_abs_error,q95_abs_error,q99_abs_error,dense_relative_l2,dense_max_abs_error,dense_q95_abs_error,dense_q99_abs_error,steps,elapsed_seconds,model_sha256
burgers__global_only__11,burgers,global_only,11,0.13009753671962504,1.4121381475534875,0.04768553838352291,0.289683302202251,0.13080862673724253,1.4464739143825505,0.048418069096237026,0.2671139736587541,5000,67.8177173160002,c8364e52e15188d65d9c4ab606805fc669f8e39023501970d033edab3e07137d
helmholtz__full_quad__11,helmholtz,full_quad,11,0.02242255884644867,0.018863413222289318,0.0180795422654223,0.018631908044039497,0.022319366609993268,0.018863727436435187,0.018078737654310756,0.018624454486109415,3000,59.64842829800182,57f51c4d497c1b10f0736a2e2f6d753ae3040c795c46247f8287874f5a1c3633
allen_cahn__full_exp__11,allen_cahn,full_exp,11,0.030167611698195256,0.051811264109532684,0.02944417186974429,0.042241932880058036,0.029891234846874545,0.05183918746688043,0.02924951502287787,0.04206200461736545,1200,7.923086525999679,0124fc34ee249c220b6c907ef77ba70008507b50422f2a898e823ff31b51cb47
helmholtz__full_exp__11,helmholtz,full_exp,11,0.012257760558536885,0.013541582057136514,0.012380394992031593,0.013329191963214332,0.012204526124528832,0.013541582057136514,0.012382070965790165,0.01332805731410841,3000,55.98793461300011,02b746a534a8c4a602939248bbe406fb479f411fc16035b38f6178d431651f00
allen_cahn__neither__11,allen_cahn,neither,11,0.02594069526676324,0.06962642029250994,0.027002153126325312,0.043070999939083185,0.02533611037877267,0.06962642029250994,0.026250384030494178,0.04187783400645345,1200,5.818055171002925,21d231586fcfedc014f66b668f5de5f54dfb46b0aeda50a0ada83d4ab0917971
wave__local_only__11,wave,local_only,11,0.03995318646642804,0.05038146926702199,0.03976792674411685,0.04626283349549287,0.03996691021163301,0.05038146926702199,0.03966506626355998,0.046210908302165524,1200,7.621212229998491,d500b1a887776315005f33cb82a795d883d1848f7352122e6af0381ac7643589
wave__global_only__11,wave,global_only,11,0.13886543576347118,0.3209501806139682,0.1382576398333083,0.17690757991200545,0.13813933111835106,0.3209501806139682,0.13736045019877094,0.17507660054565433,1200,10.8948729549993,8c63b978fd6d137203db0031feaaeb2f152581fa14dd9779ecc22015bb4d6fb5
burgers__neither__11,burgers,neither,11,0.3773782179017298,1.8208534582003493,0.23058798348804957,1.557625885353586,0.378612319476577,1.8218052874125277,0.2305763348571046,1.559149826028973,5000,41.177767208999285,a6d96f3c390efe75cf0693d093477ab08f47cfafec1aa7a340b373fdfcfb3c5c
wave__full_exp__22,wave,full_exp,22,0.023336914876383383,0.030648560934291746,0.022624473481218432,0.02588631805688473,0.02332832978344056,0.030648560934291746,0.022554307154511614,0.02577970716095368,1200,10.9314335880008,d6b429d3ec72d2494e8258994a8903613ae4269c223e59e67f110f5c05d8f8fc
helmholtz__full_quad__22,helmholtz,full_quad,22,0.02146450087840864,0.018238697768175494,0.014987000526329758,0.016608496742757467,0.02136551584856292,0.018238697768175494,0.014974622915799651,0.01657406685141069,3000,55.32368350899924,6d1ce3530534e380bd885e4fe7b13ee4d1dfd6d6471fcc8ab87ca809da39be8d
allen_cahn__local_only__22,allen_cahn,local_only,22,0.03544992090825058,0.07430043772406714,0.03911638477985585,0.058339965767893784,0.035074728892947944,0.07430043772406714,0.0389003257665983,0.05794125542554629,1200,4.552622425999289,a527a0e93adc7cbe0bc2f205f52f001a6af3171e033cbd09e00619f1dc5345a8
burgers__local_only__22,burgers,local_only,22,0.3862004655485399,1.857209250904607,0.434088588132857,1.4733896173190062,0.38707334783544745,1.857209250904607,0.4330999028456427,1.4751113280659889,5000,43.71822388500004,afae20107f0920ca403dc3c26b1104f946abde65b0d190b2d43d3507d275a662
helmholtz__global_only__22,helmholtz,global_only,22,0.010443229063589604,0.020516702577870194,0.009803579284403008,0.01222492094781115,0.010350621731210955,0.020516702577870194,0.00974766911042979,0.01212409932756934,3000,53.37542093199954,6384d810c6d8135690a2af635d4820e4af4276dd343390b3c98678ef0d5cdd2a
wave__neither__22,wave,neither,22,0.17188391474758552,0.3512997572427454,0.16658918197689856,0.19999437138885012,0.17143455943767555,0.3512997572427454,0.16602652242609453,0.1981625211683288,1200,5.9351529170016875,4a10d6cd2623e58133e3ac34817a9debefaad370ee36b6b4bd90cb9b6fb5bb94
allen_cahn__global_only__22,allen_cahn,global_only,22,0.03121585966361754,0.05524321625801121,0.03079082091951048,0.0451344613571856,0.030707802596139307,0.05524321625801121,0.030491834112764793,0.04451119380898427,1200,6.62473673400018,49765fe791ec4e141fabbb71359aa8a9bb467f336237ef88742fc789ef50a042
burgers__global_only__22,burgers,global_only,22,0.4770517459911524,1.925014661891121,0.2669551818977115,1.7279526992877854,0.47807973440887996,1.925341319819899,0.26261900158466567,1.7244448659616374,5000,66.69966988699889,00ded7c344654ee946eac75bf15205fbfbe80bf8872d628eff997ff748ab4831
allen_cahn__full_exp__22,allen_cahn,full_exp,22,0.0323837732720363,0.07172534260654428,0.034385302963737804,0.05654129678840909,0.03197339963502677,0.0717781452735613,0.034067198853468095,0.056313289469965944,1200,6.426975723999931,068546e20abc08cf762d8a98144498f5bb3c950f197fd0a804a0cacf5f9e6e77
allen_cahn__neither__22,allen_cahn,neither,22,0.03193348706462586,0.06780105637821332,0.031028354336209527,0.05011517877419236,0.03133454749699855,0.06787923604027801,0.030493684156374296,0.04908820641050027,1200,4.6216897960002825,e5cda4e8615ba8b83be9665c86da7fe9a3e1c38c5665822588e785b7b4143057
wave__local_only__22,wave,local_only,22,0.023474498835904082,0.026902202659589425,0.022707246799825415,0.025289502813275168,0.023474163500071858,0.026905661633222222,0.022634392667107095,0.025127428485340136,1200,7.080879463999736,7bfced9843bb184e602802c40d20ab18b1113192201118824176d48d8804d2f9
burgers__full_quad__22,burgers,full_quad,22,0.4423018400953907,1.9326313148545151,0.137341476461193,1.7028791094294191,0.4432605737236669,1.9326313148545151,0.1407724447525862,1.6958852596642782,5000,69.2957503209982,98d495a1500178d2011f52818ee015ab94716d9e0c7363ef6fd323141aedea88
wave__full_quad__22,wave,full_quad,22,0.022280471555121466,0.03232636059312026,0.021573090254279184,0.02533938569624926,0.02225540405215712,0.03232636059312026,0.021443116662233447,0.025238603395749182,1200,10.010709111000324,4ac01f61d2cd24ed134579f8087534c3ba745ecee7ef7d5bcba4ebb0838c8018
burgers__neither__22,burgers,neither,22,0.4885001567030561,1.939104105298123,0.302538133681718,1.7452055365753942,0.48934161423980355,1.939104105298123,0.2925801529851402,1.7423929020056506,5000,43.31435168099779,42e8908361c10b14617a61468298304dd665bb0992afb2230735647851f51905
burgers__full_exp__22,burgers,full_exp,22,0.3376782841451754,1.807876570255816,0.3457267562558809,1.1156755362083746,0.3389068722127735,1.8082278093682387,0.3434254506602602,1.2324454179132134,5000,69.4636521609973,156647ad85d07f754f6ef0543d6e3ab461f4424aa9a81cfa5be3bcea37447ce7
allen_cahn__full_quad__22,allen_cahn,full_quad,22,0.022883355874721383,0.0525842726592991,0.023377147145613987,0.04223660305447523,0.02268180427695785,0.05262329731113413,0.02317992654132972,0.04176401329294577,1200,6.718799695998314,1a7304ebc75aa6a3cb93875a919f4994a7e4bdbb87f13382a9315c630887e130
helmholtz__local_only__22,helmholtz,local_only,22,0.03214024109827938,0.049111129327970945,0.02424490272523197,0.029659389540868997,0.03182319054123526,0.049111129327970945,0.02395999034053384,0.02913377035464457,3000,36.68585587399866,decde8fc476565742081d670126ce747fa974a93978c2b80c7092e7ab02aeb7e
wave__global_only__22,wave,global_only,22,0.1878047618168297,0.374905001466689,0.18203154750220712,0.21715871168139678,0.18737237053267727,0.374905001466689,0.181403572346956,0.2154087545353136,1200,9.392408640997019,8dcad68d69aab864827285e9aa963fc6c16fc74d3e083c4e785f6d888b85ee7e
helmholtz__full_exp__22,helmholtz,full_exp,22,0.0027632634305661086,0.005375480045153352,0.00278534149288151,0.003600137340595042,0.0027207369094348825,0.005375480045153352,0.002745052578109114,0.003533860387318264,3000,57.49220325799979,1307f85120ba28f1208aa492187ca54872de3a2fff4896c9c03a1a90befb04ff
helmholtz__neither__22,helmholtz,neither,22,0.09087952425577712,0.19641346277679927,0.08174493430288632,0.1265174659612306,0.08937497664251359,0.19641346277679927,0.08015374937860331,0.12340937644542489,3000,36.43343166700288,a0abf98b9033e2cb68f6d7e6dd1bcdf2cfde0e88dac02dfca965fefd7f849d55
helmholtz__global_only__33,helmholtz,global_only,33,0.005227799007494652,0.01825731157919974,0.005710991567839316,0.010327512025900099,0.005088128790770122,0.01825731157919974,0.005591099592456093,0.010115644818624323,3000,56.22999662700022,dbd330c64f255463ef073767d56943a7097090630ae72119bdb0565007cd309e
allen_cahn__full_quad__33,allen_cahn,full_quad,33,0.03992985319435552,0.03484687062118608,0.027420721565730194,0.03156024383485245,0.03990973633670489,0.03485614708560303,0.027393762405199334,0.03153887503709929,1200,7.003627493002568,0b28c7b80f828883b64c8df8a806156db66f9c3674e25c1abed4bd9bbd7e572d
burgers__global_only__33,burgers,global_only,33,0.15943512672917545,1.6604631239257084,0.043408051162731276,0.42722474996432247,0.1612396284436543,1.6606240172280768,0.04411596113449756,0.3849199188121558,5000,67.70088923599906,1f8021652338d0782186518f40283cb78d02adad90a09b9a703898696c08a65d
burgers__full_quad__33,burgers,full_quad,33,0.15223633814140103,1.4376394437560835,0.028231523085042065,0.39537602027647245,0.1538704547182816,1.4949790425889629,0.028231523085042065,0.35650197999519745,5000,69.13821190599992,f4b195f8e668fd4eb373e73ecdf77ff1f635efaad455a2a53e2b9030066580af
wave__full_quad__33,wave,full_quad,33,0.028833623220662262,0.04133224490649295,0.030447770317983694,0.035460756650128405,0.028838074290712046,0.04133224490649295,0.030423814045765996,0.035462849693191884,1200,10.874253240999678,390b2e4c28bc3e448c25aa65bad72d667d6f89c5558dcbdf305c23c11d224205
allen_cahn__neither__33,allen_cahn,neither,33,0.02707984146315521,0.04979038241736947,0.027093890511771274,0.0398962026820332,0.02664257094949015,0.04979038241736947,0.026743364782538914,0.03928402651677265,1200,4.8873317639991,1cde120f02689e55f2f734709f41b2dc7fd54a6c5295c660c6553700fd4f49d1
burgers__neither__33,burgers,neither,33,0.20455969341609642,1.8370176895776145,0.04529331704337958,0.5931606087653926,0.2064296733334616,1.8370176895776145,0.045824569088663725,0.5454149780236042,5000,43.27000962600141,adf9428e71761f125643bd46467f0edf971ef195f3a8538b89387ccdde787cc8
helmholtz__full_quad__33,helmholtz,full_quad,33,0.012022468323579031,0.012204495280368405,0.011190971993355725,0.01204132397288879,0.011966694717503874,0.012204542793961742,0.011197361961810981,0.012039246144954885,3000,56.67696070299644,8267c1d1acf25ee28deab118b7093e3d05ec4105b27575cc592eb369e607d2c4
burgers__local_only__33,burgers,local_only,33,0.13572972125582175,1.402007238776955,0.09514117426250657,0.3856782625898148,0.13798774623158444,1.402007238776955,0.09573529591486651,0.36711490082726,5000,44.22765865800102,a1a990efcf0d59524f765d0faf5878258c9ac363a16358944a26c17843f0c10b
burgers__full_exp__33,burgers,full_exp,33,0.24297210517286458,1.8042859236633677,0.030516798233813702,0.8330174271247199,0.24418835923689747,1.8042859236633677,0.03027612992152684,0.8212579340934496,5000,67.49579159699715,479efe80c874d01868bffaa21f590de51537bea81710177cbf360c8b4ff4c7bc
allen_cahn__full_exp__33,allen_cahn,full_exp,33,0.013463569162707328,0.02523782988922725,0.01203462034366562,0.019629339169956492,0.01326484448122103,0.0252389855308702,0.011781821609809395,0.0194792095219534,1200,7.823921094997786,827f573c3f303bae7af18fd39e0499f5e7b7476dcea3c193d895d1ea5d782fd2
helmholtz__full_exp__33,helmholtz,full_exp,33,0.006535041551546245,0.006212341078478857,0.00569382259094342,0.006073479601022669,0.00649714092203712,0.006212412579785067,0.0056935134772914675,0.006068716254549966,3000,55.228826940001454,cd9563942015392f33048f68c39d296287d39303ff3ab826e6b56511fb8b07a6
wave__local_only__33,wave,local_only,33,0.0275141792815353,0.03690794738009057,0.029434290909855387,0.03496627723566137,0.027545100297575818,0.03690794738009057,0.02938249184103393,0.035026333069357846,1200,6.53914490200259,74f9caddc2de07f5f4380e9f59a464cd101bcf92985536fead8f44a4ed2e457e
wave__neither__33,wave,neither,33,0.12439446494104688,0.25757439378093855,0.12699755775717936,0.1637907302662927,0.12387383471349685,0.25757439378093855,0.12550874419028746,0.16294897929221544,1200,6.076192464999622,ad6e02b1a57ed04b7fb1db0b56d177563301392f99c95536c3298721884da632
wave__full_exp__33,wave,full_exp,33,0.027322940735838002,0.03526133253703605,0.02771632853963485,0.030947512760561846,0.02734313632918711,0.03526133253703605,0.02764805347497784,0.03102679028088584,1200,8.939767576001032,52978cdc631b64298855747e9cdd77a2ab730c4f5ce8eaa2600e118485169e2d
helmholtz__neither__33,helmholtz,neither,33,0.07436641820531241,0.16983298620567994,0.06406746965710784,0.10096672171374223,0.07316201385750495,0.16983298620567994,0.0630122920810221,0.09849061586228468,3000,37.29441453199979,226894e1c4a2c3bc5106aa0fdd9837bd10338c2e6243e92425fce2a8ca731076
helmholtz__local_only__33,helmholtz,local_only,33,0.018206455503622883,0.03467209437976515,0.017161497449542484,0.02213663722620003,0.017976585158133218,0.03467209437976515,0.017008407197159264,0.02192529312979105,3000,35.251114272999985,3389027581a6e0ff477645b0bdc8578ad7a3304563d61bd3154e806135426616
allen_cahn__local_only__33,allen_cahn,local_only,33,0.012821537007103674,0.024367471899301857,0.012071472921855474,0.019086241706642956,0.01263069120611775,0.024369392774560295,0.011960215807749836,0.018967054380166493,1200,5.339005959998758,dd3bc8cc48d08e1ab4763150ae79939f9c89950a7e1d430cca45ad7c5eae4272
allen_cahn__global_only__33,allen_cahn,global_only,33,0.016272142994251018,0.036764908295311885,0.01616251432097998,0.023448167664266162,0.015947353562223036,0.036764908295311885,0.015953752353664266,0.022994873744709987,1200,7.299119819002954,f4c8551b38f4aa9a951e1fb84ef6f363e2d4bcbd1434452bff115dfa6d64d167
wave__global_only__33,wave,global_only,33,0.159903276609799,0.30036917987562933,0.1632154363439688,0.20415078829143807,0.15947138349278758,0.30036917987562933,0.16135762573184842,0.2027928410694092,1200,9.373494244999165,acdbbcc88f68bdd898e151782dccbccb5d5f0a62220ac1e87de7275d41b744e0
burgers__global_only__44,burgers,global_only,44,0.1828766569794146,1.7613984767612272,0.03288796393910565,0.6055644792020093,0.18424341807745043,1.7613984767612272,0.03316831524083452,0.5174396185888506,5000,67.25908090899975,8d8abca332fb6eb1d597323f94d00368522e3ed969fc53676c322f72561ab27c
wave__full_quad__44,wave,full_quad,44,0.03804475896798666,0.0481614116684298,0.03950426539711421,0.04424106841114095,0.03809132421438457,0.0481614116684298,0.03950120859250017,0.04411630981501291,1200,10.243253880002158,fa302a375c74c3dfe4234848e09f91045d6ded9dbbf56bef2eae24345ed6db75
burgers__neither__44,burgers,neither,44,0.1776457304499521,1.6619749268079371,0.044527130122596015,0.5368546455138496,0.17914789436872416,1.6619749268079371,0.045060764408141774,0.45549691795144215,5000,41.74111545999767,e3dfa05be542c227dfd456e61eee48b1a48f859eb01f10b0e473c2effcae9d07
allen_cahn__global_only__44,allen_cahn,global_only,44,0.0382119900559502,0.08093111182745111,0.042695983591295894,0.06691361811541838,0.03763794704845862,0.08096694768079454,0.04230541872072474,0.06586758580467186,1200,6.859075470998505,0e025dd1aaa1ee33c809929ba2783078d7f68c917131e7befd273be5de324a5f
helmholtz__global_only__44,helmholtz,global_only,44,0.010183238292470748,0.02065181461580048,0.00903291563560582,0.01255416818148887,0.010071983850606222,0.02065181461580048,0.008970922809058202,0.012374004463371956,3000,57.434398265999334,dc80a8b9cc97b1bccfe6654d23b87389e8ea29cdcb2c57ce2a54d56e157952ed
wave__neither__44,wave,neither,44,0.1166684085844867,0.15979803241217228,0.11777468142438384,0.14800712360555485,0.11658509157176059,0.15979803241217228,0.11734040957801468,0.14699172250822745,1200,5.9451031960015825,31c8ad50ab6d50f75b848ab1b1253bb851a661ab2afc2feb90af6680a50899ee
burgers__full_quad__44,burgers,full_quad,44,0.33595673742192483,1.9409789536081683,0.02403880745410214,1.5198967465492126,0.3370444117274761,1.9558450860838081,0.023451469656054325,1.5275550275970664,5000,68.48667482400197,c5f33a9c51009ae67fdc77c64ee4d5e5bd80e300207f573e5676195e78a01162
