step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,weight_physics,weight_initial,weight_boundary,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.03549764799981858,0.7840670164826565,0.1522501422531126,0.5884638213681257,0.05228181124495068,0.966370541912815,0.9896175599316197,1.0440118981555653,0.08802379631113055,0.08802379631113055,1,0.04721387858389542,0.0041883737706964845,0.0006442690310459485,1.0,1.0,0.0013020833333333333,192,192,0,384,768,nan,nan
10,0.12032273699969664,0.4521816993485335,0.010422543433637577,0.35132280839057406,0.08987903698294185,0.8903677645086058,0.9688128639407327,1.1408193715506616,0.19361494679019253,0.2816387431013231,2,0.0387980269310349,0.009106053794932102,0.19166287531569678,0.7895679410857032,0.9789339451171996,0.002502616657364606,1920,384,768,768,3840,nan,nan
20,0.20838560399988637,0.44234708262419187,0.010280793574259954,0.35822724328037214,0.07462280356898812,0.8246924294018813,0.9574639971388298,1.217843573459289,0.15404840381725482,0.4356871469185779,3,0.05403068083146849,0.008139977980281418,0.2747729525416924,0.7879998411213669,0.9785192277323683,0.0023904380124597216,3840,576,1536,1152,7104,nan,nan
30,0.33697410499962643,0.4495380163246175,0.0031655874897254005,0.41984861932714074,0.026095904621366003,0.7610471939660841,0.9871712408656222,1.2517815651682935,0.12729047087159417,0.5629776177901721,4,0.030949181330189417,0.0025785614490406433,0.05356724789537716,0.83145943755898,0.9844804087975475,0.002541169544665886,5760,768,2304,1536,10368,nan,nan
40,1.0291022909996173,0.4440866109107194,0.0030409937717002402,0.38388697616829637,0.04668790531152037,0.7021680549207211,0.9925008426180406,1.3053311024612384,0.11775827809072625,0.6807358958808983,5,0.03374010294379996,0.0053073529577233785,0.20929203116528403,0.8316581904879405,0.9837209377696225,0.002772345377098312,7680,960,3072,1920,13632,0.8853982217664539,0.9670083650256642
50,1.0978040939999119,0.4449231726970531,0.006571708090412608,0.3812479704270651,0.045475388084613814,0.6584260457229378,0.9950550527234716,1.3465189015535906,0.08748401839556641,0.7682199142764647,6,0.043096658072826956,0.006432051478375334,0.1611750227479037,0.7773664154154637,0.9771853661939639,0.002495831060700441,9600,1152,3840,2304,16896,0.8853982217664539,0.9670083650256642
60,1.17356042099982,0.44395741326592836,0.004652825709805489,0.386884913934771,0.0382405505502143,0.6179543929666036,1.003863766310563,1.3781818407228337,0.0809433055126687,0.8491632197891334,7,0.036149599558529866,0.005457796908696342,0.33113534691407803,0.8323145271729548,0.9837847042895155,0.002540105986156153,11520,1344,4608,2688,20160,0.8853982217664539,0.9670083650256642
70,1.2741825319999407,0.4425128855160482,0.005738294461049783,0.38435789732575,0.0359693542659685,0.5866176521932263,1.0113389290868782,1.4020434187198956,0.06267348154675445,0.9118367013358879,8,0.03528505937825045,0.005812088788081775,0.34384779416626476,0.8601402791480296,0.9864651038479951,0.0022400679810953912,13440,1536,5376,3072,23424,0.8853982217664539,0.9670083650256642
80,1.3466275109999515,0.4377529712369537,0.009577272013392209,0.3736699106658711,0.038309749483098475,0.5682929413679395,1.0113073232239607,1.4203997354080997,0.0367126333764084,0.9485493347122963,9,0.037925710713381494,0.007426212702883217,0.3636061975905334,0.8682862095521161,0.9872937813133539,0.002125488776775271,15360,1728,6144,3456,26688,0.8922077812848701,0.9761547968804561
90,1.424512826999944,0.43082711734740764,0.013711989600783786,0.3704325836649045,0.034384555965992845,0.5626596070942131,1.0096921854935368,1.42764820741225,0.014496944008300594,0.9630462787205969,10,0.04701182274750108,0.01147827918768737,0.5335523958582212,0.8601953423037961,0.9861871391707628,0.0022179581102244133,17280,1920,6912,3840,29952,0.8922077812848701,0.9761547968804561
100,1.5026648670000213,0.42111358055957726,0.01906379589547837,0.36153362243521114,0.033239088424344816,0.5688999921699172,1.0035520088321552,1.4275479989979278,0.012480770151407805,0.9755270488720047,11,0.04303270958014753,0.014742498351391624,0.3899061821584806,0.87247680406948,0.9873277378945449,0.0020596223454886825,19200,2112,7680,4224,33216,0.8922077812848701,0.9761547968804561
110,1.5858205269996688,0.40956490409778334,0.026527441917838398,0.351589814987934,0.03160229754898963,0.5873766961456207,0.9929726819593286,1.419650621895051,0.03695340795140689,1.0124804568234116,12,0.041987231728700794,0.01906781192838973,0.2927361758954597,0.8607646242814706,0.9864154265432918,0.0022241420043904877,21120,2304,8448,4608,36480,0.8922077812848701,0.9761547968804561
120,1.6674552669996956,0.39550213561632624,0.031712936180466895,0.3396685995176847,0.030888968207511226,0.6127246466861838,0.9791136942092771,1.4081616591045396,0.050695901081126094,1.0631763579045377,13,0.05371223559308047,0.019590586449348746,0.35693496968724053,0.871277941604318,0.9877346577941553,0.002132762032116177,23040,2496,9216,4992,39744,0.8988539319484549,1.0566097222956303
