step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,weight_physics,weight_initial,weight_boundary,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.017947745000128634,0.42114092552962845,0.005519052270157972,0.41083328565460303,0.004788587604867463,1.0,1.0,1.0,0.0,0.0,0,0.0035446322161534066,0.0009434586077903292,0.004616923966189151,1.0,1.0,0.0013020833333333333,192,0,0,384,576,nan,nan
10,0.09154345600018132,0.3415976256598715,0.0025952575844449648,0.2782759274843963,0.060726440591030245,1.0,1.0,1.0,0.0,0.0,0,0.04475252145913812,0.007715223418920794,0.025024212987798222,1.0,1.0,0.0013020833333333333,1920,0,0,768,2688,nan,nan
20,0.15504395500011015,0.3265826330546259,0.004689845018316413,0.2683467949213477,0.0535459931149618,1.0,1.0,1.0,0.0,0.0,0,0.04620815726081012,0.013229217603215675,0.01752197533683991,1.0,1.0,0.0013020833333333333,3840,0,0,1152,4992,nan,nan
30,0.21649193799976274,0.30828587016671133,0.002618911439161738,0.26971278286679734,0.035954175860752224,1.0,1.0,1.0,0.0,0.0,0,0.023745675575831758,0.00563964702184369,0.03306345950593399,1.0,1.0,0.0013020833333333333,5760,0,0,1536,7296,nan,nan
40,0.9196765990000131,0.28479345236426934,0.004224426031545031,0.2356303607749915,0.044938665557732835,1.0,1.0,1.0,0.0,0.0,0,0.04095880720713144,0.011095564428295238,0.005624499080507361,1.0,1.0,0.0013020833333333333,7680,0,0,1920,9600,0.8262069242586734,1.0978449267733015
50,0.9781329080001342,0.2593267118465735,0.0061040003636367544,0.21451205477994412,0.038710656702992646,1.0,1.0,1.0,0.0,0.0,0,0.037784163389762246,0.011268121187488454,0.014911673710776892,1.0,1.0,0.0013020833333333333,9600,0,0,2304,11904,0.8262069242586734,1.0978449267733015
60,1.0591809600000488,0.23309277906690626,0.007705322770441649,0.1927058129974852,0.03268164329897941,1.0,1.0,1.0,0.0,0.0,0,0.03754227176270697,0.009826260062168241,0.0286577754313174,1.0,1.0,0.0013020833333333333,11520,0,0,2688,14208,0.8262069242586734,1.0978449267733015
70,1.1185203360000742,0.2086292232601379,0.011767998410292245,0.1692648896359661,0.027596335213879587,1.0,1.0,1.0,0.0,0.0,0,0.03435498755249969,0.0094370676134088,0.06832354190157391,1.0,1.0,0.0013020833333333333,13440,0,0,3072,16512,0.8262069242586734,1.0978449267733015
80,1.2203048950000266,0.18805001475529545,0.018413061913507403,0.14719381897713843,0.022443133864649616,1.0,1.0,1.0,0.0,0.0,0,0.03142027879564561,0.014386580125240467,0.09864138872251972,1.0,1.0,0.0013020833333333333,15360,0,0,3456,18816,0.6692163938239157,1.0449728346587748
90,1.3126595529997758,0.17297489608804054,0.02729791162838718,0.12855249012926004,0.017124494330393304,1.0,1.0,1.0,0.0,0.0,0,0.027608031841479183,0.0219552888419376,0.10644822216369391,1.0,1.0,0.0013020833333333333,17280,0,0,3840,21120,0.6692163938239157,1.0449728346587748
100,1.3923137319998204,0.16315639041121818,0.036175312012320826,0.11441829965329116,0.012562778745606202,1.0,1.0,1.0,0.0,0.0,0,0.025045050737055763,0.02900185495197219,0.1111353048702173,1.0,1.0,0.0013020833333333333,19200,0,0,4224,23424,0.6692163938239157,1.0449728346587748
110,1.469666798000162,0.1564646268819367,0.0428242451750925,0.10354258465410848,0.010097797052735731,1.0,1.0,1.0,0.0,0.0,0,0.030350249680761776,0.031597297523831426,0.11664057762972653,1.0,1.0,0.0013020833333333333,21120,0,0,4608,25728,0.6692163938239157,1.0449728346587748
120,1.541891385999861,0.15135372342042583,0.046478190032973564,0.09602505528343189,0.008850478104020374,1.0,1.0,1.0,0.0,0.0,0,0.03289782332451996,0.029993062119270476,0.1254236488214563,1.0,1.0,0.0013020833333333333,23040,0,0,4992,28032,0.5735510665140904,0.9368234720435358
