experiment,label,problem,method,seed,status,failure_reason,relative_l2,max_abs_error,controller_weight_tv_per_update,temporal_mean_gradient_distribution_tv,temporal_mean_physics_gradient_log_gap,elapsed_seconds,residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_max,bias_concentration_correlation,n_observations,noise_kind,noise_level,run_dir
burgers_long,Burgers — confirmation M7,burgers,m5,11,succeeded,,0.6998486630025671,1.4106441972782096,0.04888712411136842,0.1496974119396051,0.7088083717104471,27.19151503900048,1371136,,,,0.31627885300227626,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00011
burgers_long,Burgers — confirmation M7,burgers,m5,22,succeeded,,0.5023844355380158,1.6903924568603546,0.05073454476524237,0.13141105468830783,0.6017156395226652,28.01781678899988,1371136,,,,0.3344244533410894,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00022
burgers_long,Burgers — confirmation M7,burgers,m5,33,succeeded,,0.4221229279724051,1.4189118169686488,0.05036435998717281,0.16322624651997297,0.6232428442250297,26.898263533999852,1371136,,,,0.399677881051375,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00033
burgers_long,Burgers — confirmation M7,burgers,m5,44,succeeded,,0.5117980340930306,1.4065186034429962,0.04922665869434229,0.12443277969970137,0.6227113914502768,26.650096106000092,1371136,,,,0.6530531544110674,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00044
burgers_long,Burgers — confirmation M7,burgers,m5,55,succeeded,,0.46345009211259186,1.279379048957054,0.03337210443760611,0.12620657396982954,0.5637146343328258,26.86984508400019,1371136,,,,0.4096671631068172,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00055
burgers_long,Burgers — confirmation M7,burgers,m5,66,succeeded,,0.33129210811230503,0.8326411597543921,0.04815639287724119,0.17436025911385333,0.696724479364232,25.87046231400018,1371136,,,,0.5435189518981483,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00066
burgers_long,Burgers — confirmation M7,burgers,m5,77,succeeded,,0.5557838634097461,1.1917803183988962,0.051250396186593106,0.13670276203725593,0.7485662327868815,22.93171829200037,1371136,,,,0.6089399836560191,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00077
burgers_long,Burgers — confirmation M7,burgers,m5,88,succeeded,,0.39475841466242884,1.2082496022661746,0.035297939119018525,0.17752536800026966,0.9356311329410129,22.724921643000016,1371136,,,,0.7738100750294667,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00088
burgers_long,Burgers — confirmation M7,burgers,m5,99,succeeded,,0.5927865711158301,1.5316709081476656,0.0626664094985055,0.14026296955710194,0.7940646768314746,24.27510195800005,1371136,,,,0.45140196723439135,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00099
burgers_long,Burgers — confirmation M7,burgers,m5,111,succeeded,,0.4989766635863794,1.1985131227628836,0.07793116066867242,0.08686877046292275,0.47187272561252064,23.259437339000215,1371136,,,,0.6306920118986914,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m5/seed_00111
burgers_long,Burgers — confirmation M7,burgers,m6,11,succeeded,,0.47966026899939124,1.254372479185756,0.048239752265262115,0.16544017469176353,0.6952356978701808,25.240419383999324,1371136,,,,0.34039304103368356,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00011
burgers_long,Burgers — confirmation M7,burgers,m6,22,succeeded,,0.5392263227811953,1.4509206834534585,0.04920496115635154,0.12316379574155428,0.6276950617417681,25.66648600500048,1371136,,,,0.6035077503875704,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00022
burgers_long,Burgers — confirmation M7,burgers,m6,33,succeeded,,0.3783558201266209,1.0551349565013752,0.052385599235577715,0.15015174532371048,0.5940426603716958,26.338875374000054,1371136,,,,0.6420451793269047,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00033
burgers_long,Burgers — confirmation M7,burgers,m6,44,succeeded,,0.4351153928317406,1.3715883964797517,0.0504143480503239,0.11970951113838132,0.5363525139180843,25.24828163700022,1371136,,,,0.5556392929195846,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00044
burgers_long,Burgers — confirmation M7,burgers,m6,55,succeeded,,0.44904714169374327,1.1239013860133278,0.03468860658129381,0.13900664242016017,0.6409024789040924,25.607208248999996,1371136,,,,0.5137868077747426,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00055
burgers_long,Burgers — confirmation M7,burgers,m6,66,succeeded,,0.921826994636326,1.7398255286604662,0.04462992320199148,0.18014163057625854,0.8111463034156138,25.08628368799964,1371136,,,,0.807775892343361,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00066
burgers_long,Burgers — confirmation M7,burgers,m6,77,succeeded,,0.46160605739020977,1.1519754620375395,0.041374148635414325,0.13064298145788356,0.6508710499040622,24.936018537000564,1371136,,,,0.4036114691278245,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00077
burgers_long,Burgers — confirmation M7,burgers,m6,88,succeeded,,0.6991558386696086,1.823657557608408,0.0317272511343356,0.1617343910685581,0.8373641674460919,25.767686217999653,1371136,,,,0.3879428243850586,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00088
burgers_long,Burgers — confirmation M7,burgers,m6,99,succeeded,,0.42789020030794095,1.080544914986446,0.07625217297654434,0.15506701184448232,0.8806375980113321,24.26001313300003,1371136,,,,0.3027452922356999,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00099
burgers_long,Burgers — confirmation M7,burgers,m6,111,succeeded,,0.5302333741317597,1.3443115644079726,0.07198956516027454,0.08556369694530826,0.4367552033624311,24.14070010100022,1371136,,,,0.5075164999265716,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m6/seed_00111
burgers_long,Burgers — confirmation M7,burgers,m7,11,succeeded,,0.40083879056506494,0.9725636476095169,0.0543910112642154,0.03523291287316903,0.13701022704473012,14.998990946000049,1371136,0.47323043195836445,0.9829892345168454,4.964390962701661,0.26552203785193157,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00011
burgers_long,Burgers — confirmation M7,burgers,m7,22,succeeded,,0.24410214303627914,1.4499842198268098,0.05589820502258423,0.06788002087648425,0.31308622447833806,15.166396762999966,1371136,0.4837065904625843,1.0339311867982144,4.941905312351096,0.5414922492484083,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00022
burgers_long,Burgers — confirmation M7,burgers,m7,33,succeeded,,0.46966427166160907,1.54444513280567,0.05502443295171244,0.05791731778039347,0.23876070816355605,14.77226281000003,1371136,0.5306703519586133,1.057532893006676,4.820084654655492,0.55255444666469,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00033
burgers_long,Burgers — confirmation M7,burgers,m7,44,succeeded,,0.509410593917014,1.6619753814827813,0.054091682403830665,0.10014256126564579,0.49541412526948847,14.877887443000077,1371136,0.49742351817216285,1.0866173566773991,4.786335266646214,0.468606571118449,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00044
burgers_long,Burgers — confirmation M7,burgers,m7,55,succeeded,,0.9017866032764711,1.7105064824595573,0.04034480818798802,0.061390797641689705,0.2641124235399715,15.398238381999931,1371136,0.4714663261602795,0.9632921028794061,4.806151632640937,0.41392821077517256,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00055
burgers_long,Burgers — confirmation M7,burgers,m7,66,succeeded,,0.6969020286417418,1.7437409237731434,0.04949505046033472,0.07249781596180005,0.3116224216429365,15.319808113000022,1371136,0.43378437761586636,1.0265305491698218,4.972442399688593,0.5667275693396154,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00066
burgers_long,Burgers — confirmation M7,burgers,m7,77,succeeded,,0.39716598100282424,1.194542575242712,0.052621844582829445,0.07855405746157375,0.24388834372987192,15.512176704000012,1371136,0.4153275516668461,1.0126366386573182,4.929269758674006,0.6357279512871934,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00077
burgers_long,Burgers — confirmation M7,burgers,m7,88,succeeded,,0.21854282197470057,1.4394249285896294,0.03235855908293879,0.04610377151993307,0.17276349578974845,15.506763120999949,1371136,0.4673947395059177,1.0313452130749439,4.974691952285001,0.3803307412294415,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00088
burgers_long,Burgers — confirmation M7,burgers,m7,99,succeeded,,0.41238910176328747,1.5838258142616657,0.08319116164755501,0.12615210816998065,0.5421843576035258,14.975811437000061,1371136,0.48978179992594856,1.0075523895752272,4.973918255485099,0.5953165340134259,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00099
burgers_long,Burgers — confirmation M7,burgers,m7,111,succeeded,,0.48801530678034,1.414951996860765,0.08273294722776892,0.07724361381979447,0.3390549077435473,15.11447499999997,1371136,0.4751115317046111,1.004370891367815,4.9354682879723635,0.42225164113838004,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7/seed_00111
burgers_long,Burgers — confirmation M7,burgers,m7u,11,succeeded,,0.4794487039238934,0.9379591292165945,0.05303978571444524,0.15991568812597984,0.7552503293719207,15.045837909000056,1371136,0.5652467801051412,1.019828886118352,4.934733688450558,0.6571496810534265,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7u/seed_00011
burgers_long,Burgers — confirmation M7,burgers,m7u,22,succeeded,,0.24947863230628364,0.49491772106420606,0.054748536153221436,0.12410264029945177,0.6456134107503264,14.928005095000003,1371136,0.5646809216949311,1.0074281795973739,4.897100398373512,0.6584537343612407,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7u/seed_00022
burgers_long,Burgers — confirmation M7,burgers,m7u,33,succeeded,,0.2970625268702694,0.5326631419394237,0.048658951249258085,0.1793458712986608,0.725491034290071,14.820681265999951,1371136,0.6227795632336292,0.9797944361408308,4.987962220761216,0.607969842988551,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7u/seed_00033
burgers_long,Burgers — confirmation M7,burgers,m7u,44,succeeded,,0.4174826106789282,0.8680682865671779,0.0497074640876823,0.13254281803527534,0.6667958047329309,14.670370025000011,1371136,0.5936964033395923,0.9596122001551108,4.928572244252933,0.30612704730778545,0,none,0.0,/workspace/scratch/a5f0879dfaa7/recoa-pinn/outputs/burgers_confirmatory_long_v1/m7u/seed_00044
