id,problem,variant,seed,status,relative_l2,max_abs_error,q95_abs_error,q99_abs_error,dense_relative_l2,dense_max_abs_error,dense_q95_abs_error,dense_q99_abs_error,refined_relative_l2,refined_max_abs_error,refined_q95_abs_error,refined_q99_abs_error,physics_rms_independent,physics_max_independent,peak_coord_0,peak_coord_1,elapsed_seconds,process_cpu_seconds,process_peak_rss_bytes,controller_weight_tv,controller_updates
burgers__full_quad__33,burgers,full_quad,33,succeeded,0.14936339552118347,1.3189787049894166,0.07396725351688577,0.41508417650681806,0.14947393498067468,1.3200673201448854,0.07548921449852153,0.42664918518993267,0.15547188488837288,1.4508572443453611,0.0717563539863166,0.39201221169943806,1.365595174419872,20.29051042061477,0.46875,-0.012499999999999945,37.993030567999995,39.30312477,887840768,2.1464321071099492,2500
burgers__global_only__33,burgers,global_only,33,succeeded,0.13187412704560542,1.0636565736081625,0.10765242328373403,0.38346112388475256,0.1320126419841918,1.0636565736081625,0.10698924493752748,0.3796791707375485,0.1380885001572063,1.1914297777744642,0.11011838945989338,0.36222331270252117,0.8760094342722021,10.184559894174932,0.44375000000000003,-0.012499999999999945,38.92611654899997,40.522598419,888180736,2.899038017582171,2500
burgers__full_exp__33,burgers,full_exp,33,succeeded,0.235759963814887,1.6310793945192685,0.07654036262772534,0.7961213822337393,0.23567642339295944,1.6310914929769562,0.07732152794306257,0.7757763264783161,0.2419168806844729,1.689105611658599,0.08306162423960317,0.7884420181152089,0.8334195140681689,20.318866148344718,0.7062499999999999,-0.018749999999999947,39.28531820100011,40.599587215,889647104,5.691086125966935,2500
burgers__local_only__33,burgers,local_only,33,succeeded,0.14589047034479802,1.1212224359516325,0.13912124965053363,0.4321187814781392,0.14609554969005686,1.1244708503748853,0.13914810277368161,0.4015376214152285,0.15169006686125047,1.2509899180583082,0.14251788192020032,0.40836503216497655,0.5650681407320575,10.280524238703535,0.45625000000000004,0.012499999999999945,23.401681260000032,24.725010441000002,887537664,0.0,0
burgers__neither__33,burgers,neither,33,succeeded,0.22530002664973475,1.5228609817518923,0.1635793132586772,0.7231396486794877,0.22600426880998115,1.5761402810389797,0.16304901558208457,0.7079354378099413,0.23341690564886758,1.6489350843740676,0.16722615942881308,0.7204765446355228,0.7489142576332313,12.634959956432997,0.5187499999999999,-0.018749999999999947,22.49977683499992,23.594140708999998,883245056,0.0,0
burgers__local_only__44,burgers,local_only,44,succeeded,0.20785124839839156,1.529791477266361,0.12530478212957857,0.6694338691946337,0.20848085134063643,1.529791477266361,0.12519316381006973,0.6398832131021918,0.21687727301944412,1.650324315867837,0.12580102383289452,0.6712277844458003,1.150422788313935,28.954931736426957,0.63125,-0.012499999999999945,24.29896010199991,25.303745746999997,890433536,0.0,0
burgers__full_quad__44,burgers,full_quad,44,succeeded,0.28109971328918,1.8421052161719744,0.03804172666632677,1.2423780358696885,0.28135487362316847,1.8421052161719744,0.038233367946224894,1.2019239777634918,0.2887422649932971,1.8857408131073106,0.0405555001206942,1.2782643495953951,0.5519587309924291,11.866732068199317,0.5499999999999999,-0.018749999999999947,39.62047370000005,40.803724165999995,885133312,11.289841847084343,2500
burgers__neither__44,burgers,neither,44,succeeded,0.18577600993858093,1.3415085711669696,0.18064765629476365,0.5683629711998616,0.1855695014806998,1.3573055953394058,0.18038200608738164,0.5349180273139559,0.19304688553501803,1.4117199641404357,0.18153736262695996,0.5619430936378811,0.9398543064170413,17.14733099834202,0.9625,-0.018749999999999947,25.147893380999903,26.440177309000003,884760576,0.0,0
burgers__full_exp__44,burgers,full_exp,44,succeeded,0.34184569956155547,1.8616389276334044,0.030724863925899792,1.5183295503343122,0.3421048639588821,1.8673211171588489,0.02922484904788758,1.4969454675618246,0.34802575593802393,1.8951271057475951,0.026550801847753713,1.5292310200273669,0.7373536818801798,19.633139162936157,0.5499999999999999,-0.024999999999999946,41.79724779100002,42.764411157999994,883138560,4.4171714042973385,2500
burgers__global_only__44,burgers,global_only,44,succeeded,0.17661873474026266,1.3055886648142208,0.14699025642345365,0.5345635224833508,0.17638469766480086,1.345769956763554,0.14756776834114016,0.49689748283680546,0.18446443572861307,1.4007438858240822,0.15058845342102992,0.5214298043467727,0.974435843400457,18.767542449678274,0.95,-0.018749999999999947,38.393303783999954,39.531301266,889356288,5.697894915170055,2500
burgers__local_only__55,burgers,local_only,55,succeeded,0.23843850953536766,1.5716759243644978,0.1504994190188257,0.8348476685986291,0.23850439427043682,1.6268574964598712,0.1472210868459075,0.8626674468174473,0.24700971141260405,1.6982060090767517,0.14511120614723427,0.8705367819334554,0.5015918699206616,11.000927171153851,0.56875,-0.012499999999999945,24.864620790000117,25.880490607,884600832,0.0,0
burgers__full_quad__55,burgers,full_quad,55,succeeded,0.17369789623374995,1.4338825459960893,0.07563685985281043,0.487456614828944,0.1733524401792351,1.4359950338876786,0.07741069085144958,0.4747045724528429,0.1795832018876682,1.4933375108888036,0.07984509482945035,0.4877399432071338,1.1575019766854338,23.32691367698586,0.88125,-0.018749999999999947,42.07032043799995,43.251840404999996,888078336,3.215067202068494,2500
burgers__full_exp__55,burgers,full_exp,55,succeeded,0.18055454869790105,1.4795882349573404,0.0791860092485966,0.4995064352025021,0.18002210973312954,1.4795882349573404,0.08035747945726923,0.4769786535267538,0.18571647805193728,1.5264132545288165,0.08162383673590434,0.49348245082378045,1.1379909334649043,22.548417792003853,0.8625,-0.018749999999999947,39.767646584999966,40.97614146,888541184,3.2519443894176323,2500
