step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,kde_pairwise_distance_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.015891838999777974,0.7989704173981587,0.014240839102458559,0.7821659845177181,0.035892085875455296,nan,1.0482748201400809,0.9567407059091397,0.9949844739507795,nan,0.09654964028016166,0.09654964028016166,1,0.032293201568266414,0.012245628560492624,0.09048139106334305,1.0,1.0,0.0009765625,256,0.8178745304924977,1.0,0.48779584293484635,2.9716842005584048,65536,256,0,512,1024,nan,nan
25,0.11923143599960895,0.24452002030329112,0.0035676410398741082,0.18916822570523026,0.06633897145819992,nan,1.0633729240448022,0.9138900971917512,1.0227369787634468,nan,0.08570121743477721,0.18225085771493887,2,0.01743370826753237,0.03185174314079388,0.046082233474942905,0.9663917784878789,0.9973870972081337,0.0013795984759479947,6400,0.8279693324553842,1.0,0.4930006790288263,2.798346894449295,131072,512,1024,1024,8960,nan,nan
50,0.22317149999980757,0.23658647647475547,0.00033267655178528084,0.1849931031193825,0.06866912470972134,nan,1.0421745442026686,0.8751214534505903,1.0827040023467411,nan,0.11993404716658873,0.3021849048815276,3,0.01621360176275467,0.030380567958859028,0.21622183133503756,0.753398966196271,0.9769721701272919,0.002682389930265326,12800,0.8563065646805561,1.0,0.503475610772857,3.0525208082788975,196608,768,2048,1536,17152,nan,nan
75,0.33155017599983694,0.2243950703102522,0.0006802123408326612,0.1959479593916893,0.05282765006992825,nan,1.0380159530229929,0.8387488326528493,1.1232352143241577,nan,0.08106242395483343,0.38324732883636103,4,0.014860953325568412,0.023532555417765912,0.2509692447898186,0.7533893040431343,0.9770514547154927,0.002620286696300568,19200,0.8499389982212324,1.0,0.5065225882435791,3.0960284162693386,262144,1024,3072,2048,25344,nan,nan
100,0.4427860589999,0.21132584434410726,0.0015060754806820727,0.1913448267852652,0.048926691908945434,nan,1.051766728561427,0.803417312856671,1.144815958581902,nan,0.07066303959235665,0.4539103684287177,5,0.010919961399525464,0.019523476498124952,0.5196310323694695,0.7348717465996136,0.9739124060403707,0.0025758343690606327,25600,0.883937464794628,1.0,0.5085992098189275,2.3368727596812358,327680,1280,4096,2560,33536,nan,nan
125,0.5516798819999167,0.19625035459934678,0.003389954805322962,0.18492812723921506,0.04394440911098129,nan,1.0841705087195421,0.7687772181127235,1.1470522731677344,nan,0.06928018948789505,0.5231905579166127,6,0.006902265324887953,0.015715240891955883,0.3685381949866897,0.7472655003920704,0.9750413642783589,0.0023865618095683227,32000,0.8639723499211638,1.0,0.506305512231534,2.9999470632767316,393216,1536,5120,3072,41728,nan,nan
150,0.6638189129998864,0.1819284206053941,0.005566121861235309,0.1782233717791076,0.03921907545687116,nan,1.1274836017172358,0.7353322902067738,1.1371841080759904,nan,0.0866261859953874,0.6098167439120001,7,0.006990631071841201,0.012963114224796563,0.37484255817255496,0.7620192380410278,0.9769920104433356,0.002431542000198063,38400,0.8829796213774925,0.9999999999999998,0.5065700883809015,2.2364029277815165,458752,1792,6144,3584,49920,nan,nan
175,0.7755259259997729,0.16795117139565457,0.005874252913898719,0.1716554442987091,0.03585107392488365,nan,1.1725117199894182,0.7035570602139016,1.1239312197966802,nan,0.09005623654436468,0.6998729804563648,8,0.007115959669511503,0.011052990133826986,0.2712822047797367,0.7626437054207684,0.9775968612534711,0.002752480849354661,44800,0.8590729513637164,1.0,0.5014488503019774,2.9260282574604446,524288,2048,7168,4096,58112,nan,nan
200,0.8960071649999009,0.15499716849367695,0.00645049672437563,0.16266290128638566,0.03394761620794806,nan,1.2189584661919841,0.6733634347110284,1.1076780990969874,nan,0.0928934924051319,0.7927664728614967,9,0.0043359028172892215,0.011732053280974437,0.06994741320973076,0.7648717779451989,0.9787055213628849,0.003009097337682427,51200,0.8651639177909637,0.9999999999999999,0.49898929271127906,2.4078691641531824,589824,2304,8192,4608,66304,0.8835448295103207,0.9865258708753634
225,1.0246259519999512,0.14153347084337387,0.006730277186979554,0.15227071742855758,0.03198445392063553,nan,1.2657454163746098,0.6446743399033217,1.0895802437220683,nan,0.0935739003652516,0.8863403732267483,10,0.002589466026486747,0.013073476588252824,0.13169473817947125,0.7926137211693882,0.9814716225597425,0.0028148002364161958,57600,0.8236935250648274,1.0000000000000002,0.4874223080643974,2.8984144941872376,655360,2560,9216,5120,74496,0.8835448295103207,0.9865258708753634
