step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,kde_pairwise_distance_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.03707149000001664,49.04441607951753,51.332624727133755,nan,0.02373935012230728,nan,0.9549405920485191,nan,1.0450594079514808,nan,0.09011881590296167,0.09011881590296167,1,0.0097490858688636,0.0002762795699169088,0.38405865361316316,1.0,1.0,0.00048828125,512,0.7680792019359637,1.0,0.44072642100410453,3.919338183289532,262144,512,0,1024,2048,nan,nan
50,0.48224063099996783,17.67859657858749,17.197213140128355,nan,2.388989541530402,nan,0.8711792747881063,nan,1.1288207252118938,nan,0.08162136883101456,0.2576414504237875,3,0.20576636969597994,0.018251994293423834,0.32462239868435694,0.7453640733280044,0.9771066765786718,0.0012146226723634191,25600,0.7366607099449262,1.0,0.43992752168847404,5.36569207146693,786432,1536,4096,3072,34304,nan,nan
100,0.9763871380000637,6.474421227630949,6.838282313101124,nan,0.8584859426496607,nan,0.7955871818378405,nan,1.2044128181621598,nan,0.0736455169808038,0.40882563632431934,5,0.02542853531452062,0.00916318945369024,0.0023973237724170477,0.7701175055021163,0.9805714553302557,0.0013638098121526699,51200,0.7096911163496037,1.0,0.43578452433238346,4.298665091677683,1310720,2560,8192,5120,67072,nan,nan
150,1.4777166870003384,1.634757693702989,2.0332230271860166,nan,0.12240695996658219,nan,0.7274084605078874,nan,1.2725915394921126,nan,0.0664288759662306,0.5451830789842251,7,0.08194658008739608,0.0018179734365651942,0.08422080402919618,0.7632901544192663,0.9798658680355616,0.0016389069069216579,76800,0.731028150554346,1.0,0.4415826696838549,4.5173366960977,1835008,3584,12288,7168,99840,nan,nan
200,1.9349279580001166,0.31573782373353654,0.3654773959255002,nan,0.05425637654269132,nan,0.6658453566507422,nan,1.334154643349258,nan,0.059988177312435664,0.6683092866985157,9,0.09033894698310246,0.06840930324718017,0.3701099833547814,0.730568939854563,0.978281088156217,0.0021345370248929997,102400,0.7019073871334663,1.0,0.4413143301730524,6.121452696409652,2359296,4608,16384,9216,132608,nan,nan
250,2.434497054000076,0.10916971880310776,0.13952675307370682,nan,0.017282850394790578,nan,0.6102882546991342,nan,1.3897117453008656,nan,0.054132192420553116,0.7794234906017314,11,0.08955485901351831,0.060695245507053554,0.6202537658680295,0.7554882701584585,0.9794701568171441,0.0017914363613163184,128000,0.7338051392132634,1.0,0.44556931241223235,5.717490243576539,2883584,5632,20480,11264,165376,nan,nan
300,2.9449472010001045,0.07520111579920377,0.1004935920019073,nan,0.013133326641827883,nan,0.5601455342866821,nan,1.4398544657133177,nan,0.04885638460012498,0.8797089314266355,13,0.09202328291556329,0.07453765643779042,1.1288605937726934,0.7551595400346452,0.9801051741773417,0.0019627529657727286,153600,0.7667152341434567,1.0,0.44619188247289027,5.24351919085445,3407872,6656,24576,13312,198144,nan,nan
350,3.4100093070001094,0.05270997338745685,0.06865900293220871,nan,0.011688305679919277,nan,0.5148850802671104,nan,1.4851149197328894,nan,0.0441026872189455,0.970229839465779,15,0.07772610364547286,0.062499198371598896,1.232903326717038,0.7649670022273404,0.9809440549593393,0.0021055792269861714,179200,0.760731432777866,1.0,0.4431885478607105,4.672784306971359,3932160,7680,28672,15360,230912,nan,nan
400,3.875896091999948,0.041250872298469944,0.05228518757981222,nan,0.010790670091006626,nan,0.474027252437943,nan,1.5259727475620568,nan,0.03980900541428095,1.0519454951241138,17,0.01979192640997504,0.07736414066169163,0.8103754904004875,0.7510495477505063,0.9793928427654934,0.0020516882614704216,204800,0.8212209258959888,1.0,0.45774413384213447,3.4694706617975277,4456448,8704,32768,17408,263680,nan,nan
450,4.354281701000218,0.03439477543346378,0.04129175781368948,nan,0.010457885163410617,nan,0.43714927604206244,nan,1.5628507239579372,nan,0.03593340808923978,1.125701447915875,19,0.0730903739550486,0.09123444774073788,1.4150622304464395,0.7713541911388354,0.9812504696027015,0.002012149092462115,230400,0.8187059186174511,1.0,0.46281037472431774,3.7857732812488942,4980736,9728,36864,19456,296448,nan,nan
