step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.01643885499998987,0.5731957729680921,0.0016294861359940616,0.3677964313159071,0.013761905227751343,0.20771232032503195,1.071642734501098,0.9620270753632476,0.9838163294516783,0.9825138606839762,0.14328546900219585,0.14328546900219585,1,0.01645178094513938,0.026693456835957252,0.02012216516742953,1.0,1.0,0.0009765625,256,256,0,512,1024,nan,nan
25,0.10419446200000948,0.4845325782393405,0.006152505285144372,0.25945408252241414,0.07859489578451026,0.1701098132886435,1.1487266420220925,0.9199377551054919,0.9807768610379164,0.9505587418344993,0.15416781504198906,0.2974532840441849,2,0.02942726980932315,0.029244930693337116,0.1745683344399468,0.8726226638942448,0.9883188801426971,0.0016811503175635978,6400,512,1024,1024,8960,nan,nan
50,0.19153052100000423,0.4190510193964229,0.006667419079169547,0.23879216875363646,0.0576976480189236,0.15747741793856768,1.231111763596915,0.8797498769294632,0.9694483239840408,0.9196900354895811,0.16477024314964517,0.4622235271938301,3,0.02173259477735228,0.026031502021141417,0.1577247083021124,0.8785681252518268,0.9891409365005109,0.0016401308726639305,12800,768,2048,1536,17152,nan,nan
75,0.2794187339999894,0.30842281277655514,0.013449239679472954,0.17427043019924765,0.04055325080285008,0.11918790271661932,1.325388001982869,0.8407471596896351,0.9473497939053087,0.8865150444221874,0.18855247677190767,0.6507760039657378,4,0.02415164191519626,0.0298058215840358,0.28290442798869914,0.7462187693946323,0.9759081226413586,0.0024984614817609666,19200,1024,3072,2048,25344,nan,nan
100,0.36784328900000673,0.2539100600581373,0.05680813921241408,0.11769507538812975,0.00889691031540939,0.08185582290151346,1.437780346557175,0.8036509738705896,0.9087637414875614,0.8498049380846742,0.22478468914861205,0.8755606931143498,5,0.08418421165459622,0.07458879911052406,0.451846516915386,0.7204660589834623,0.9739613779190421,0.0024955862073707735,25600,1280,4096,2560,33536,nan,nan
125,0.4588972479999711,0.2386648129835589,0.04536801002666034,0.11941398360772659,0.007772276146571768,0.08589344863394549,1.5417521701615011,0.7684256932645797,0.8728343007082042,0.8169878358657151,0.20794364720865233,1.0835043403230022,6,0.08521595406315896,0.07353976069669067,0.5374762018888861,0.6407554285768345,0.9627464194176908,0.0029671572817107335,32000,1536,5120,3072,41728,nan,nan
150,0.5472272729999759,0.2270111751678167,0.03435524929683791,0.1265979553037283,0.00762503058184884,0.0904965806761964,1.6367825754523326,0.7349816887041274,0.8400692853164314,0.7881664505271085,0.19006081058166313,1.2735651509046653,7,0.08611376943370529,0.06855111454078382,0.5869902837494296,0.6557469899422521,0.9652087844716993,0.0030700000141388904,38400,1792,6144,3584,49920,nan,nan
175,0.6392490310000198,0.20596958739635465,0.023216316866988523,0.12916387328185755,0.0085522046317211,0.08944756561416407,1.723698917223625,0.7032250762769078,0.810768948935306,0.762307057564161,0.17383268354258496,1.4473978344472502,8,0.08182348059388286,0.060723298051279836,0.5179651711038288,0.7320162860830846,0.9741350353032323,0.002651944730761419,44800,2048,7168,4096,58112,nan,nan
200,0.7374406889999818,0.19364643991643296,0.025265456454782058,0.11983616374089584,0.007736397947900202,0.08310804810886838,1.8081170634175916,0.673050725055259,0.7817191249920714,0.7371130865350778,0.16883629238793318,1.6162341268351834,9,0.10961545839622952,0.05609034326447356,0.5372556877415396,0.7708507535689605,0.9785523952589721,0.0024895876243222377,51200,2304,8192,4608,66304,0.6053469859634525,0.9083726066313049
225,0.8298633979999863,0.18498782849089984,0.02132375155669122,0.12321195330967791,0.007550630109655342,0.08356835708613955,1.8865066698452242,0.6443918893932381,0.7551758059150627,0.7139256348464749,0.15677921285526508,1.7730133396904484,10,0.11985801799985507,0.05378804499883734,0.5911755823965178,0.7683459132743474,0.9777735967920306,0.0025648335264586335,57600,2560,9216,5120,74496,0.6053469859634525,0.9083726066313049
250,0.920414524000023,0.1821228785197775,0.022691121155763008,0.12213842287897853,0.00850643611433933,0.08100688096082206,1.9595233999830812,0.6171684029137925,0.7312870637549916,0.6920211333481345,0.14603346027571407,1.9190467999661625,11,0.11103350169021431,0.0563935324453888,0.567696962327092,0.7623600846115738,0.9769409327246383,0.0025764154826003064,64000,2816,10240,5632,82688,0.6053469859634525,0.9083726066313049
275,1.0129239620000021,0.1722408496101397,0.017467922638274725,0.12639491649605628,0.008492974691431789,0.08330726458066781,2.0255489675935987,0.5916963352776076,0.7100542346492401,0.6727004624795534,0.13205113522103507,2.0510979351871974,12,0.08498953411290645,0.05189113377458219,0.41079107024011,0.7508742918693843,0.9763701798733609,0.003046121410862304,70400,3072,11264,6144,90880,0.6053469859634525,0.9083726066313049
300,1.1291782079999848,0.16324013949878488,0.015340828951175106,0.12667253120862496,0.008280786503965177,0.0818721097509186,2.0872752908477583,0.5676473986963448,0.6904352508188037,0.654642059637093,0.12345264650831911,2.1745505816955166,13,0.057732793056788696,0.045179625419610465,0.16331249662672712,0.7383351741462156,0.975931769018866,0.003297864748499868,76800,3328,12288,6656,99072,0.6053469859634525,0.9083726066313049
325,1.2193410499999686,0.1608854939128545,0.017690444723062516,0.12236881545428738,0.008236588868817209,0.07964778126206701,2.1465523348986078,0.5445982006230159,0.6718381596144191,0.6370113048639573,0.11855408810169876,2.2931046697972155,14,0.06469725155582381,0.04607283521826251,0.37592290622162494,0.7105653315424727,0.9732489523205623,0.0038672961709200673,83200,3584,13312,7168,107264,0.6053469859634525,0.9083726066313049
350,1.314329708999992,0.16064300915086943,0.017017722822725234,0.13094404411385985,0.006921403363889404,0.08057051771092703,2.1995619624866793,0.5235291409861986,0.6547636163821,0.6221452801450221,0.10601925517614308,2.3991239249733587,15,0.06795424586613391,0.04597517654740348,0.5506712617062793,0.6988757571294638,0.9714837941841645,0.004009518186716626,89600,3840,14336,7680,115456,0.6053469859634525,0.9083726066313049
375,1.4046478799999704,0.1509599033284021,0.012901997376781046,0.1319683695105967,0.005308763891457746,0.08545374759521163,2.2495477151919228,0.5038294417620548,0.6373686380375138,0.6092542050085088,0.09997150541048683,2.4990954303838455,16,0.0658350005225165,0.042430571014249394,0.41476669787942627,0.7308774012925734,0.975058115577426,0.00380596097433199,96000,4096,15360,8192,123648,0.6053469859634525,0.9083726066313049
400,1.5043112820000033,0.14523252494579336,0.011937311584098356,0.13330163395833336,0.006131383553536047,0.08257298620594403,2.2945211634833127,0.4853559051636256,0.6227736815683407,0.5973492497847211,0.08994689658277988,2.5890423269666254,17,0.06719237920866854,0.04133881252023054,0.4662865803348995,0.6882362641234757,0.9708227191691045,0.003926096315648961,102400,4352,16384,8704,131840,0.6080341480564506,0.9170895319470388
425,1.6057034460000068,0.1413516131410906,0.011378597829505684,0.13194331949892654,0.006357335266037621,0.08382050573487615,2.335634826350453,0.4679075765287262,0.609962072110719,0.586495525010102,0.08222732573428065,2.671269652700906,18,0.053404315491846925,0.04026231873340934,0.30786245792564565,0.682176194736486,0.9698031682003468,0.004174653776765933,108800,4608,17408,9216,140032,0.6080341480564506,0.9170895319470388
450,1.698715735999997,0.13932671630894855,0.010749109334170531,0.1365585015150368,0.006090140146536765,0.08397362121595345,2.3719640302970184,0.45182197781535416,0.5988543939576164,0.577359597930011,0.07265840789313088,2.743928060594037,19,0.07159890903274187,0.03293115246528289,0.8085761949781015,0.6655735123133327,0.9690988147735438,0.004515666893186871,115200,4864,18432,9728,148224,0.6080341480564506,0.9170895319470388
475,1.787918110000021,0.1328833641605705,0.008523815211590006,0.14146052921521896,0.004798142581906237,0.08359589132072878,2.4043788051608486,0.43738319634278305,0.5876755806451618,0.5705624178512068,0.06482954972766014,2.808757610321697,20,0.06198207504842565,0.03831700044109878,0.5199837990207292,0.6900150857403488,0.9713986421928996,0.004265386808474648,121600,5120,19456,10240,156416,0.6080341480564506,0.9170895319470388
500,1.8781242869999915,0.13022106747392137,0.008548815619735587,0.1409045032879612,0.004079541167796005,0.08395483758260423,2.436781060029133,0.42362173483430315,0.5755901382927442,0.5640070668438201,0.0648045097365687,2.8735621200582657,21,0.06263522463330387,0.035342168122112855,0.6054695477913344,0.6662273573993502,0.9677762461451553,0.004246302107197099,128000,5376,20480,10752,164608,0.6080341480564506,0.9170895319470388
525,1.9665200189999723,0.12628799706180316,0.007665624824501978,0.14021960308250414,0.004115652186581883,0.08500892572459834,2.4664020074737016,0.4107396671754583,0.5645123071080456,0.5583460182427953,0.05924189488913684,2.9328040149474024,22,0.06233041548556746,0.03741767168639522,0.5758201284565786,0.7353686749200553,0.975862764490021,0.004277289171466571,134400,5632,21504,11264,172800,0.6080341480564506,0.9170895319470388
550,2.0546853920000103,0.12158280076179112,0.0069626215543487375,0.13717932144740666,0.004238632353778332,0.08550372217925845,2.495269125859432,0.39822860112628555,0.5541076267866876,0.5523946462275957,0.057734236771460834,2.9905382517188634,23,0.04318238042232233,0.03856527824492204,0.14795791831449634,0.7032347600411887,0.9719225338749268,0.0036982869168897753,140800,5888,22528,11776,180992,0.6080341480564506,0.9170895319470388
575,2.144958136000014,0.1253040333492244,0.011333638245291768,0.1262374522846808,0.004464190692428006,0.08363824755367506,2.525307326430635,0.38557432961258314,0.5441524504169386,0.544965893539844,0.06007640114240603,3.0506146528612694,24,0.052053493935715345,0.0405746971856971,0.535674517632941,0.6528588110930668,0.9668470891032728,0.005260477383106663,147200,6144,23552,12288,189184,0.6080341480564506,0.9170895319470388
600,2.2376203590000046,0.11890263131659241,0.008830961926696655,0.1375578438294367,0.0046513331342956255,0.07857670088641253,2.548091370508926,0.3744194860786118,0.5379661555211537,0.5395229878913095,0.045568088156581754,3.0961827410178513,25,0.05089798080739543,0.029689011353176937,0.6069912194233267,0.669431134469752,0.9694854850848422,0.005702172753920092,153600,6400,24576,12800,197376,0.6062635384577411,0.9533226062320136
