id,problem,variant,seed,reused,relative_l2,max_abs_error,q95_abs_error,q99_abs_error,model_sha256
block_missing__m5__11,block_missing,m5,11,False,0.524535841588144,1.0151024555087456,0.7288351538312599,0.9063787610585567,cbc037d255f6cd7f861eb5833ccebfee3d3218775168a0ebaac1c5ab8e1d1366
block_missing__m6__11,block_missing,m6,11,False,0.5179577058721501,1.033744301753206,0.7166499126185418,0.9110751141816645,d5a38a78ef66c247404e70660e801f40564ec81b1225886176d95bde366bf581
block_missing__m7__11,block_missing,m7,11,False,0.4502415969275805,1.0343455141970954,0.6187773583187006,0.8706772920317658,c95ab8a0f8e5ee7620c4aad2a8d8a469eb21650075105666bf6970ac2c21bd0e
block_missing__vw__11,block_missing,vw,11,False,0.49933646073270715,0.9830462573218703,0.6992356526711156,0.8704229272053501,5fedccab62f0eb5d25dd4611bb9b7ecae29428f86cbb1b2feb36e455aae655e1
sparse_clean__m5__11,sparse_clean,m5,11,False,0.5464809108414229,0.9837574146587114,0.7442853529848681,0.8848842159917356,a3cc2b239d301ab4fe5c4133ffebc107975498c5615d7358b16947c3c3733d67
sparse_clean__m6__11,sparse_clean,m6,11,False,0.5389629057907372,0.9906430447960162,0.735985805470101,0.8768072173673599,caf77d3e17db524ae1a7ea8c4a9f5d594fbc38ecf975ad94b4a97d719acf58be
sparse_clean__m7__11,sparse_clean,m7,11,False,0.5033887028190412,0.9700944354329949,0.6989476580486752,0.8802018731962458,3080af9a0ee24414f7fb2689f2c2f854ffedea7234154ac13db14f7a6e177421
sparse_clean__vw__11,sparse_clean,vw,11,False,0.5208782032410079,1.051678272084579,0.7161474526845883,0.9144100066864852,e975a054e5db852b435760328ddf1e2c2504fc4ae0861462a68360f6bda21335
sparse_noisy__m5__11,sparse_noisy,m5,11,False,0.5356581306600272,1.0251927247453396,0.7306842391033421,0.8939063376363658,cc810d8f0735a68a0b266cc31c6659ef4bfc084b4cccd20b033903d5e082f90b
sparse_noisy__m6__11,sparse_noisy,m6,11,False,0.5340615882824257,1.0285420535691243,0.7286822293700813,0.8964157814672974,efd563d1594227717581baf172441e4325ccbbbac6dc1f279973b873031ec76a
sparse_noisy__m7__11,sparse_noisy,m7,11,False,0.4934936337760957,1.0012493518899679,0.6965976151990444,0.869135689695864,a41bbf8ac76d5ce0ff0236a134efaf5ae86924fdffd49c2f33d4700274687317
sparse_noisy__vw__11,sparse_noisy,vw,11,False,0.5158823634914376,1.0382544595719378,0.7171810368294526,0.8904195415881451,a1fb323f6d469c4c101830362d14f32a8db8180ab2ce9dd635af16f5f2c0b65e
extreme__m5__11,extreme,m5,11,False,0.5633072343988791,0.9706565139060664,0.7370601028379995,0.8778277862952144,13aa5ab40c07fd1fd8e48fabba89ab3808dda0b8ba76d91c7881d264d4f5e95c
extreme__m6__11,extreme,m6,11,False,0.5706170588399965,1.0497223657789827,0.7580920235687879,0.937118047796324,57efd71e8a8f273885b4cbbdec7dcffe8b2096cfd20757af6603c1ef9788df3f
extreme__m7__11,extreme,m7,11,False,0.5584156972157205,1.0067300249148847,0.7153191350724499,0.8834157471717813,48a22da69284f2b51801a5a03e64b37e16d3053d6b3c19a59af576028d8356c5
extreme__vw__11,extreme,vw,11,False,0.548490498051515,1.014178483663232,0.7281319073581636,0.8977461017894538,7ea51f02ed90901f9e2aa294042181a679227003c0b9fbf11212ef76762363d7
block_missing__m5__22,block_missing,m5,22,False,0.5168444586715799,0.9765353702661814,0.7249525629322077,0.8788739152209419,0bbda801161fc42eea5bef32a5bfaa8ee93e3047a3f587964b598bd8aab7efc4
block_missing__m6__22,block_missing,m6,22,False,0.529589960762264,1.0024056070609986,0.7412973838526573,0.893393909903403,7b8b344a8da16be83c299bdbe247560d28e25ba487a8594fde8fb6d8bf65b897
block_missing__m7__22,block_missing,m7,22,False,0.4814834436842516,0.9621537200520341,0.6886532969955421,0.8612418368726439,9bc785adb1821bd3e59e813a2438c12d687a423760da036e67d0f3072c4f88e6
block_missing__vw__22,block_missing,vw,22,False,0.520336444175117,1.0164371088061621,0.7317472561884439,0.8990107188763244,fe400ac8f3966319739cee890eae4b2d759e9f477d405a012e0b58b39d85e5e1
sparse_noisy__m5__22,sparse_noisy,m5,22,False,0.5176349422302757,0.9897796004565181,0.7097452561278986,0.8686697374499447,85e25a2a9612dfd30f8727053a4c0a729af1d1e12ffde522777375bee41c4b04
sparse_noisy__m6__22,sparse_noisy,m6,22,False,0.5076485195413202,0.9878986998784178,0.6936016008520803,0.8604104326403355,0e26945b9e6599549fe4f54db3dd806687d7e7f035f941eb95a8cd14398522ef
sparse_noisy__m7__22,sparse_noisy,m7,22,False,0.40261413932694745,0.8390746742662537,0.5452805613179873,0.6828687062825443,3166003f76cbc4ebef0956356cc99912b5b4b41cddb2148c265502883e93625b
sparse_noisy__vw__22,sparse_noisy,vw,22,False,0.5020867572753197,0.971257348093304,0.688629745480489,0.8571424558943561,5147bc1061684a1f3de8f180b0513879f628d2234f7d6d1da36d488c0ce37b62
sparse_clean__m5__22,sparse_clean,m5,22,False,0.5094272730465992,0.9471528941792051,0.7095666613240094,0.8651831367474008,aa248e0218e37d12014257e82fedeac7c8237f68fdfb47b7777b5ebc054f6eea
sparse_clean__m6__22,sparse_clean,m6,22,False,0.5095034970139928,0.9440800138013835,0.7023556935595685,0.8634388631408028,dcf61bdff840321e0a46f4267fcccef2f1694c279c8dee6f4e02003b11050bb7
sparse_clean__m7__22,sparse_clean,m7,22,False,0.41103551771406505,0.8841154662855103,0.5473981806393169,0.7455321917678419,a14691dc8658b58c5a2a9ab923da5bda19eac1a4b303c9636dbb9faccc4ad374
sparse_clean__vw__22,sparse_clean,vw,22,False,0.5065809648593379,0.9496960410632478,0.7033858054632622,0.8625676958967535,4cb4aa41707ea710a5b4909510a1e4c4933c808b997c602c1508e68d712ae3be
extreme__m5__22,extreme,m5,22,False,0.5582088289085532,0.979306682968933,0.7502822553631843,0.8898601315032921,92cc35f5dfb604df027788094e1f6624768f6347558ae1bdbef39933554a1124
extreme__m6__22,extreme,m6,22,False,0.5797281435858954,1.0262472767189492,0.7594557719822114,0.9139658532871113,0a233d71695fb2f18b1db4c6f32e04fb40367be96fbae79400ecd4edbd7bf12e
extreme__m7__22,extreme,m7,22,False,0.5529378897387751,1.0137658597792127,0.7495487632533226,0.9059998202234103,ef5abe5f5f971b17f4e790a8083432c16b718614a707869b8e79e27de4c077d4
extreme__vw__22,extreme,vw,22,False,0.5519282118753748,1.0752968307144821,0.7292204543768338,0.94007977668913,2ce5505de93654845204ef7f91686300375d46693a1d8b79d1e7164cde0447ce
sparse_clean__m5__33,sparse_clean,m5,33,False,0.7125834818772465,1.306747913374461,0.9876956483669475,1.2421341717197532,e8410327c7124e3d531dc4b08b52f6f8a6f603ac47db8567808811cc5834d852
sparse_clean__m6__33,sparse_clean,m6,33,False,0.7121333800062417,1.2890165457412177,0.9802417680389066,1.2253992960477245,6bf36ad1c111017e8b819b4cffe00c1ab0fed91b501dd8610fe060b2ef00c4cf
sparse_clean__m7__33,sparse_clean,m7,33,False,0.6765039652283629,1.332115342648725,0.9435519551639526,1.2401579538945007,652a5a8a4424e3e9ceed71fc42e3142accae15ca5d2d4ac5517db3def3519a4a
sparse_clean__vw__33,sparse_clean,vw,33,False,0.589147441719163,1.3518888031797291,0.838973141488898,1.2441834298023293,193b7100d46eb303580ffdab91e54ca842e9039db0c600eba6a2adf737fdeda7
sparse_noisy__m5__33,sparse_noisy,m5,33,False,0.7412533971557412,1.3631394364124123,1.029635005725205,1.2834938058931082,c05cbbdc8853dbb15bcabe629b5e7a8b18a9cbdc7c18a1923c47916b708e434f
sparse_noisy__m6__33,sparse_noisy,m6,33,False,0.7340755202237597,1.3520398693544018,1.0180139949412852,1.2727117764975318,6d13878e0539ec5cdee94b40c885fa3127e391223a1bb3228b040aff4f64ede1
sparse_noisy__m7__33,sparse_noisy,m7,33,False,0.7113937919921342,1.3961156922925477,1.0050258685695161,1.294650244077418,ac18673ed3694945feb3e7487c953051e46320b8195b9c5a60bbd8306b6320f7
sparse_noisy__vw__33,sparse_noisy,vw,33,False,0.6411034247541565,1.475318036274353,0.9455264879256093,1.3619750309083924,ea46922c5bcfc9ec105e243989c29d94f08fb740b00d9d29c7927b17d84ba72b
extreme__m5__33,extreme,m5,33,False,1.2929319708570097,2.206759736616809,1.7339871545426537,2.037559847369971,730edf66187b6008b19ce6df2db65f96f8b2515630cd529e7ce75774c80e8338
extreme__m6__33,extreme,m6,33,False,1.3718620046842125,2.2636790057938536,1.8026552454156197,2.1022680973844867,6efd4629d8df9490fa19844c97c1112a0825ab0dfd4ad808f2ea0f75f31887c9
extreme__m7__33,extreme,m7,33,False,1.2767729512340076,2.2576800282788696,1.731310957496186,2.076000292602278,9d2a1035ab71de52ebab864b7ca985e2fe642ad284203916ce2c8481c2827a5b
extreme__vw__33,extreme,vw,33,False,1.3494709625631405,2.5170462893867787,1.8700607928228026,2.2907009764331527,2c4415bbf9d87a075bf3646db7c1f866a423df5ebc87b6b891e8016167302948
block_missing__m5__33,block_missing,m5,33,False,0.6010954897557622,0.9986398520228129,0.7829081217284519,0.9079098137479839,87f320bf9a406c9723047434260b5e1197a07cce6f852942f004e85ba9b84fac
block_missing__m6__33,block_missing,m6,33,False,0.6031660852909384,0.9919360924940223,0.7804409170116064,0.9035921433357876,6b818afd31c2ea7cd0195a4c3d957009378204a930e52ec8bb38b1d258c2c28d
block_missing__m7__33,block_missing,m7,33,False,0.5869471113494766,0.9860422399419767,0.7649316078196231,0.8955988895793912,34a5f16b289048891aed079c6ad59862ab3f7ca5f36bfbf40f72284f99da1983
block_missing__vw__33,block_missing,vw,33,False,0.4750605788707566,0.9783037092383369,0.6700903661941595,0.8478034174279859,c149a15b1f65fa4d98b1a2f3fa352a59ab6b5433878b85ad46a9dca5ef01bdca
sparse_clean__m5__44,sparse_clean,m5,44,False,0.6006655253083752,1.1707221477155663,0.8017904501951438,1.077233018682724,99e003e3e939e9612af1ec52e2c94a7a8ab487d66c8852f30e35aff537b19eeb
sparse_clean__m6__44,sparse_clean,m6,44,False,0.5639218753721409,1.0659427968840538,0.7439001424361895,0.9444260259033802,78b20b521ad2c994491623b535065cd030ee46ee3b0243033a34727ac3446afb
sparse_clean__m7__44,sparse_clean,m7,44,False,0.5527508143678086,1.268605411406321,0.7279989583815987,1.1220812923609955,72e5fd497808aa4b73fb127c7ed49c694b66ca118f9c48ec821f97b2d536aa85
sparse_clean__vw__44,sparse_clean,vw,44,False,0.4497029951429841,0.9968812696454665,0.5927197184972675,0.8047263350779816,fcea60ce5d0462a92db2c381cf31fe295d70a7a3a3385f55d6461041a98b2751
extreme__m5__44,extreme,m5,44,False,0.5746976569804251,1.012807763831339,0.7476894633184065,0.8975110835734568,2612529a13d55a686b947fef8ca61e54367e48b2f067ab1da525c407f237b6e9
extreme__m6__44,extreme,m6,44,False,0.58424268030921,1.0200469055881816,0.7567077946264267,0.9094154977985018,a31d59aa510f4aeff1f36d2f67fde1b3ecb737322916ac8e952d4fe182e277f2
extreme__m7__44,extreme,m7,44,False,0.5984031555528895,0.9861745433812507,0.7784525092282066,0.9000479510500172,2d540be88db8e42b1045edc5a297cb862f066ec0e4e3ec2d87d3be5486ebd910
extreme__vw__44,extreme,vw,44,False,0.5688134225444743,1.155415587133765,0.7877934754866986,1.0712914285410489,e7239344a0eb0c16167071c3fd2758171f8106be9ba10aeb62f4ecb2345da3ab
sparse_noisy__m5__44,sparse_noisy,m5,44,False,0.5302171651057049,0.9573712153741928,0.6910493232219013,0.8382329589108478,f8f5cada77a39557087671db05b7838f520587e55da203451ea536ee9d7b5058
sparse_noisy__m6__44,sparse_noisy,m6,44,False,0.5242891170175347,0.9449267407584871,0.6832381638430238,0.8259902528258869,3d42ccbba6bea1ff430253cccfa9e4d61de988a9b3bad272d8110f5a94433cb9
sparse_noisy__m7__44,sparse_noisy,m7,44,False,0.5162403596098623,1.1744192288071407,0.6548591452568191,1.0551660264086944,e236eed81c49f1590d78dd822f56402c8a09c2df4ca5501f3c8fbcd031507a3d
sparse_noisy__vw__44,sparse_noisy,vw,44,False,0.44699809804869295,0.9735928650308271,0.5915386097562624,0.8032745782713049,4e446f5dd339a0b04249c1c07c1e5b7ae7a17205c51a9fc1f42fc6d3206f18fb
block_missing__m5__44,block_missing,m5,44,False,0.5719373048352133,1.0260990123301876,0.7767247435026489,0.935772965423044,ae75b2fcd7893bbeaf5257eb9f4316291475d0bb795caf3f217ef2c8f7ff7cc9
block_missing__m6__44,block_missing,m6,44,False,0.5584153364288152,0.9826953101131353,0.756167616890165,0.894068879097667,b427c2c3027fdbc5e635f3958ce09ff345dc34258cd21a40ef71bb0fb7391b8c
block_missing__m7__44,block_missing,m7,44,False,0.5484298250640551,0.9932722722468441,0.7606704253486911,0.9041534928919701,fc1c47f4e0b6c16ac1f43792731f78318d306cc44bdd42c4373a9d648730d4bd
block_missing__vw__44,block_missing,vw,44,False,0.48109032697515397,0.9564555453976384,0.6763148225050609,0.8503289025118528,dcb0f236c1f259b738a98f4db1080f106f9c12b47ca20592a8a42a016b88082e
sparse_noisy__m5__55,sparse_noisy,m5,55,False,0.6441797151875623,1.264626687870082,0.9267649391746392,1.1897983980429947,157b28be297982ee30623f5f45e2b34a94db4acbc27082bc9eadf41ddf76c575
sparse_noisy__m6__55,sparse_noisy,m6,55,False,0.6643137842791543,1.365759261070469,0.9634802530628266,1.2614849330018347,7095b6c8825e268fa09654803055bd51cbfa0a9c1bff860210845d6e7062bfb2
sparse_noisy__m7__55,sparse_noisy,m7,55,False,0.576524461143394,1.211057333560587,0.8367052655082532,1.115206126726447,b1bf129b5101244854d5dd6c6970fbcbcb089561ba6d5163c35e48dcc94c056a
sparse_noisy__vw__55,sparse_noisy,vw,55,False,0.6094890100872217,1.4191512320979776,0.9104798227849153,1.3089480266576197,6de5c7fdb089b19e3578d467e85277dd5a5500f23a18ccb5737b93323e97028e
sparse_clean__m5__55,sparse_clean,m5,55,False,0.6387087271790697,1.3033267562478237,0.934499531685397,1.2072708684644513,9a96781737644d72775b6e510eac2743cc065c86cf9dd17b8d24e95deec61f55
