step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,weight_physics,weight_initial,weight_boundary,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.024799027999961254,0.42114092552962845,0.005519052270157972,0.41083328565460303,0.004788587604867463,1.0,1.0,1.0,0.0,0.0,0,0.0035446322161534066,0.0009434586077903292,0.004616923966189151,1.0,1.0,0.0013020833333333333,192,0,0,384,576,nan,nan
10,0.0796114170002511,0.3425565406835568,0.0035541726081303147,0.2782759274843963,0.060726440591030245,1.0,1.0,1.0,0.0,0.0,0,0.05282891690796272,0.010102844342998636,0.2504413980303702,0.8148082042283594,0.9820464535631721,0.0024118822676204572,1920,0,768,768,3456,nan,nan
20,0.2014538690000336,0.32775668065091884,0.005349413774204855,0.2704377872509678,0.05196947962574623,1.0,1.0,1.0,0.0,0.0,0,0.05570537442713955,0.01583240016222457,0.4413790537735595,0.7782931438162256,0.9767724558535188,0.0023138354175458405,3840,0,1536,1152,6528,nan,nan
30,0.28504707199999757,0.3092244313037961,0.0027258939542153283,0.2690820604839118,0.03741647686566898,1.0,1.0,1.0,0.0,0.0,0,0.026087082444352948,0.007267073439030812,0.273535494579044,0.8750218308984586,0.9882583861487573,0.002275442213297231,5760,0,2304,1536,9600,nan,nan
40,0.9741853860000447,0.2855098932884357,0.00532433074523054,0.2369000043300845,0.04328555821312061,1.0,1.0,1.0,0.0,0.0,0,0.048840884441020915,0.013205329297358438,0.2800482456700171,0.8819464323883454,0.9885389426277871,0.002073283051484784,7680,0,3072,1920,12672,0.8277026556824415,1.1011012229450086
50,1.0587332950003656,0.2597231749203917,0.005998162358242638,0.21514582506292315,0.03857918749922594,1.0,1.0,1.0,0.0,0.0,0,0.03972047279767198,0.01306602593263312,0.1494629028520884,0.8518007192476569,0.9866438169047413,0.002491527411214795,9600,0,3840,2304,15744,0.8277026556824415,1.1011012229450086
60,1.1830891660001726,0.2349773011244161,0.009257731660020536,0.19334845128333258,0.032371118181062974,1.0,1.0,1.0,0.0,0.0,0,0.04541164172170105,0.01656240234383513,0.1953044933733222,0.7674113789251739,0.9777306463421634,0.0029717197829975633,11520,0,4608,2688,18816,0.8277026556824415,1.1011012229450086
70,1.2514516910000566,0.21313922290177728,0.015367084318586697,0.17125397490964703,0.026518163673543576,1.0,1.0,1.0,0.0,0.0,0,0.04769657533983318,0.026108503962991206,0.2133282363890829,0.7203715220752671,0.9706041545784239,0.0032021978792203857,13440,0,5376,3072,21888,0.8277026556824415,1.1011012229450086
80,1.3253694140003063,0.201065518283696,0.028412750174349143,0.1519085746225257,0.020744193486821196,1.0,1.0,1.0,0.0,0.0,0,0.0788012692711542,0.06431048859023555,0.4127873543572051,0.6943743683645051,0.9684612959999561,0.0033181490786871135,15360,0,6144,3456,24960,0.6860129015375013,1.0883416509387531
90,1.39001089400017,0.1930432604552586,0.03813492865775602,0.1401031488280013,0.014805182969501299,1.0,1.0,1.0,0.0,0.0,0,0.1013469933016225,0.09183722688682763,0.4310322532754871,0.6963863391943347,0.9689383003036689,0.0033484314779769686,17280,0,6912,3840,28032,0.6860129015375013,1.0883416509387531
100,1.4925369200000205,0.19117230305583446,0.047818039571681716,0.13298178549489212,0.010372477989260631,1.0,1.0,1.0,0.0,0.0,0,0.12952908748951386,0.11939855684918316,0.5132883703375463,0.7034544056238895,0.969937099480094,0.0032403961427566485,19200,0,7680,4224,31104,0.6860129015375013,1.0883416509387531
110,1.56609373900028,0.18418328802325518,0.04668512564416246,0.12783738953376803,0.00966077284532468,1.0,1.0,1.0,0.0,0.0,0,0.11373099294120867,0.11069197889533577,0.41310172506699516,0.6973666325669492,0.9690538729600003,0.003462983509551586,21120,0,8448,4608,34176,0.6860129015375013,1.0883416509387531
120,1.6665670790002878,0.1863353029278233,0.05161019151775059,0.1231844198720035,0.011540691538069197,1.0,1.0,1.0,0.0,0.0,0,0.11913020245400754,0.11864877662903241,0.43697933790008764,0.6520250823373572,0.9634993996632705,0.004087822201946527,23040,0,9216,4992,37248,0.6267709943055171,0.9105954634019733
