experiment,label,problem,method,n_success,n_expected,relative_l2_median,relative_l2_q1,relative_l2_q3,relative_l2_ci_low,relative_l2_ci_high,max_abs_error_median,max_abs_error_q1,max_abs_error_q3,max_abs_error_ci_low,max_abs_error_ci_high,controller_weight_tv_per_update_median,controller_weight_tv_per_update_q1,controller_weight_tv_per_update_q3,controller_weight_tv_per_update_ci_low,controller_weight_tv_per_update_ci_high,temporal_mean_gradient_distribution_tv_median,temporal_mean_gradient_distribution_tv_q1,temporal_mean_gradient_distribution_tv_q3,temporal_mean_gradient_distribution_tv_ci_low,temporal_mean_gradient_distribution_tv_ci_high,temporal_mean_physics_gradient_log_gap_median,temporal_mean_physics_gradient_log_gap_q1,temporal_mean_physics_gradient_log_gap_q3,temporal_mean_physics_gradient_log_gap_ci_low,temporal_mean_physics_gradient_log_gap_ci_high,elapsed_seconds_median,elapsed_seconds_q1,elapsed_seconds_q3,elapsed_seconds_ci_low,elapsed_seconds_ci_high,residual_evaluations_median,residual_evaluations_q1,residual_evaluations_q3,residual_evaluations_ci_low,residual_evaluations_ci_high,importance_effective_sample_fraction_median,importance_effective_sample_fraction_q1,importance_effective_sample_fraction_q3,importance_effective_sample_fraction_ci_low,importance_effective_sample_fraction_ci_high,importance_weight_mean_median,importance_weight_mean_q1,importance_weight_mean_q3,importance_weight_mean_ci_low,importance_weight_mean_ci_high,importance_weight_max_median,importance_weight_max_q1,importance_weight_max_q3,importance_weight_max_ci_low,importance_weight_max_ci_high
burgers_quick,Burgers — pilote M7 contre VW,burgers,m5,3,3,0.7393877714149296,0.6801488011151593,0.8191208516816922,0.6209098308153889,0.8988539319484549,1.0418254434894139,1.0417126411288964,1.0492175828925223,1.041599838768379,1.0566097222956305,0.09221994806152267,0.08700137241170508,0.12394404442552545,0.0817827967618875,0.15566814078952823,0.03988524986286414,0.036185649409671575,0.0806471434096914,0.032486048956479004,0.12140903695651867,0.2805944520595587,0.24407971241150814,0.29611780885642836,0.2075649727634576,0.311641165653298,1.386792431999993,1.3681186364999576,1.6659591640000144,1.3494448409999222,1.945125896000036,39744.0,39744.0,39744.0,39744.0,39744.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
burgers_quick,Burgers — pilote M7 contre VW,burgers,m6,3,3,0.7324601259693666,0.6847698506673421,0.8214019045435212,0.6370795753653175,0.9103436831176759,1.0446404608426911,1.0431007276486033,1.064783636541971,1.0415609944545154,1.0849268122412508,0.09455261298484273,0.09317882269796082,0.1258931631859095,0.09180503241107893,0.15723371338697628,0.038807724024007055,0.0349179777064867,0.08002043070546543,0.031028231388966345,0.12123313738692379,0.26421704243759303,0.23347144990862073,0.291917067627605,0.20272585737964846,0.31961709281761697,1.7016249359999165,1.5840488244999733,1.8598016039999266,1.4664727130000301,2.0179782719999366,39744.0,39744.0,39744.0,39744.0,39744.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
burgers_quick,Burgers — pilote M7 contre VW,burgers,m7u,3,3,0.7388864621779581,0.6729006528540601,0.8196619197164492,0.6069148435301621,0.9004373772549402,1.0183975094938997,1.0149335571766283,1.0340679902613086,1.0114696048593568,1.0497384710287174,0.09155042072283195,0.08666844500275062,0.12459981832294414,0.08178646928266928,0.15764921592305634,0.04062021964334638,0.03827374469274537,0.0785827388911602,0.03592726974214436,0.11654525813897401,0.2600446257590128,0.25110967965351877,0.288912185041142,0.24217473354802468,0.3177797443232713,1.4186195030001727,1.3631256420001137,1.5793723575001195,1.3076317810000546,1.7401252120000663,39744.0,39744.0,39744.0,39744.0,39744.0,0.658095740063794,0.6518226212911065,0.7082545486662857,0.645549502518419,0.7584133572687772,0.9513090914914596,0.9231044237023585,1.02779155362116,0.8948997559132573,1.1042740157508601,4.51605253792343,4.294258020916409,4.60761115683043,4.072463503909388,4.69916977573743
burgers_quick,Burgers — pilote M7 contre VW,burgers,m7,3,3,0.6923398167604503,0.6380151626975994,0.7977086399718445,0.5836905086347485,0.9030774631832387,1.0605223719776902,1.0364256764114783,1.0631659143466474,1.0123289808452662,1.065809456715605,0.0930368488454535,0.08877150639708434,0.12569179315488926,0.08450616394871517,0.15834673746432504,0.03079915047312546,0.02393151573067496,0.06451305977776689,0.01706388098822446,0.09822696908240833,0.08182884784672434,0.07139614543637676,0.08688669426092055,0.0609634430260292,0.09194454067511677,1.9990114600000197,1.8626012314999798,2.3449412815000414,1.7261910029999399,2.690871103000063,39744.0,39744.0,39744.0,39744.0,39744.0,0.6546065052705702,0.6348592198521352,0.7356219368629127,0.6151119344337004,0.8166373684552551,1.0303412206544174,1.0076895098054686,1.041742069397146,0.9850377989565198,1.0531429181398746,4.493067214832461,4.4912041494675,4.706557221682196,4.48934108410254,4.920047228531931
burgers_quick,Burgers — pilote M7 contre VW,burgers,vw,3,3,0.6431599466872704,0.6289984588369175,0.7494995886327056,0.6148369709865648,0.8558392305781408,1.02404496077726,1.0057086471292824,1.0564463712977714,0.9873723334813047,1.0888477818182827,0.0,0.0,0.0,0.0,0.0,0.05226552175929365,0.04343452524280571,0.07951182080717706,0.034603528726317764,0.10675811985506047,0.16179674424223064,0.14678373203931158,0.16913033144834624,0.13177071983639252,0.17646391865446184,2.068361975000016,1.6345747025000037,2.1726307414999155,1.2007874299999912,2.276899507999815,37248.0,37248.0,37248.0,37248.0,37248.0,0.801818495279126,0.7925624784843509,0.832069182056532,0.7833064616895759,0.862319868833938,1.0,1.0,1.0,1.0,1.0000000000000002,3.5916714727302894,3.19124426739551,3.671729386642994,2.7908170620607304,3.7517873005556983
burgers_quick,Burgers — pilote M7 contre VW,burgers,vwca,3,3,0.7093839825429864,0.6631408840177976,0.802385095691778,0.6168977854926088,0.8953862088405696,1.0567358738266903,1.0295979869007028,1.06041331563298,1.0024600999747155,1.0640907574392697,0.09522807277606599,0.08828924344430979,0.12702929299277319,0.08135041411255359,0.15883051320948038,0.03660274887794676,0.029476072363655598,0.07493394754719143,0.022349395849364437,0.1132651462164361,0.18999885320471782,0.16087511899645773,0.20111965142551846,0.13175138478819765,0.2122404496463191,1.8232057939999322,1.8209809554999765,1.9544950544999438,1.8187561170000208,2.0857843149999553,39744.0,39744.0,39744.0,39744.0,39744.0,0.816613040216941,0.8133320814139812,0.8422376565837573,0.8100511226110213,0.8678622729505734,1.0,1.0,1.0,1.0,1.0000000000000002,2.7698010023615853,2.75269452376848,2.9334589153680755,2.7355880451753753,3.097116828374566
