step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,kde_pairwise_distance_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.013577390000136802,0.6462888715309204,0.0017003410800520533,0.6210607632142959,0.02352776723657248,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.007534924487713387,0.0017166305473665208,0.041080613070308136,1.0,1.0,0.0009765625,256,0.8199828201794638,1.0,0.4951581920108554,3.0003882544068223,65536,0,0,512,768,nan,nan
25,0.11325577600018732,0.3037661574750259,0.00043206159639357165,0.25359298386320495,0.04974111201542736,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.03672437330472137,0.03240714965961208,0.0760434539307913,0.858488546991989,0.9866729151558246,0.0016347559084160695,6400,0.8327448502380348,0.9999999999999998,0.4955441993004902,3.215067713944095,131072,0,1024,1024,8448,nan,nan
50,0.21428384599994388,0.2797110535437638,0.0012271374818717336,0.19981640668313447,0.07866750937875763,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.04831467420433073,0.06341650054987043,0.06646055010061205,0.826513096377646,0.9832167775196511,0.0016398152127658492,12800,0.7711987612184219,1.0,0.48674527777398136,4.421761355706489,196608,0,2048,1536,16384,nan,nan
75,0.31415229599997474,0.271730420016147,0.0007103606282498836,0.19156616954106825,0.07945388984682887,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.04843504604569128,0.0655679395145432,0.3743020020874634,0.7444333825023275,0.9767996556117269,0.003050600748469583,19200,0.8590922981626656,1.0000000000000002,0.49741242710287265,2.7440987256482985,262144,0,3072,2048,24320,nan,nan
100,0.4171555240000089,0.2605335639069417,0.0008802029286392545,0.18052691815673422,0.07912644282156825,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.04839125246610746,0.06533727900100061,0.21788320310687379,0.7156378863707706,0.9712825456730226,0.002600864795632209,25600,0.8869220243216698,1.0000000000000002,0.5157637134105526,2.248327436788768,327680,0,4096,2560,32256,nan,nan
125,0.5187076870001874,0.2404112767584353,0.0030837658490156573,0.16456957074533934,0.0727579401640803,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.05051521660865993,0.06809467706904314,0.30058663275963104,0.7604605152876359,0.9769195820609196,0.0022933014463816107,32000,0.91819260325409,0.9999999999999999,0.521686907027909,2.0237272318840556,393216,0,5120,3072,40192,nan,nan
150,0.615975705999972,0.2123505149722028,0.009981966222797924,0.1399002584649108,0.06246829028449408,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.0560836631202051,0.07646460175786703,0.0037210987429570166,0.7870858271237283,0.9806284188089891,0.0029145424146017644,38400,0.8837849267427527,1.0,0.5096493539508357,2.90770127294791,458752,0,6144,3584,48128,nan,nan
175,0.7234463189997768,0.18095022202271113,0.012618428220001365,0.1155150923804568,0.05281670142225295,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.07467426913003528,0.07755884567241507,0.5614889070512855,0.798101701090309,0.9813407604294314,0.002649807554881781,44800,0.8559995718364305,1.0,0.5070761757974993,2.908863467017584,524288,0,7168,4096,56064,nan,nan
200,0.8272706329998982,0.14571601525229544,0.012626407184872998,0.08965836072633587,0.04343124734108657,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.07337676202379945,0.08221586640895313,0.20608705322619864,0.8131443293356027,0.983809058755033,0.0028345368884847106,51200,0.8631450732714752,0.9999999999999998,0.5076822424518201,2.627053577285161,589824,0,8192,4608,64000,0.8530507591178272,0.9313578932279092
225,0.9295982690000528,0.10402267370103291,0.006477697117360252,0.06302832674151053,0.03451664984216213,nan,1.0,1.0,1.0,nan,0.0,0.0,0,0.10474814179835251,0.09031728563627439,0.9263358614092264,0.7574677123299011,0.9770078166062387,0.0024046380336971316,57600,0.8345274788054677,0.9999999999999999,0.4912970652101721,2.851169914840216,655360,0,9216,5120,71936,0.8530507591178272,0.9313578932279092
