step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,data_loss,weight_physics,weight_initial,weight_boundary,weight_data,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,importance_effective_sample_fraction,importance_weight_mean,importance_weight_min,importance_weight_max,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.013235767999958625,0.7525730155888078,0.006990694742158087,0.7454296056235987,0.03417443541637061,nan,1.0735506323483566,0.9549777067099455,0.9714716609416979,nan,0.14710126469671314,0.14710126469671314,1,0.02930729655346615,0.002845013336089105,0.057656088565795786,1.0,1.0,0.0009765625,256,1.0,1.0,1.0,1.0,256,0,512,1024,nan,nan
25,0.10807354099995337,0.26202061272334204,0.0014689371873076319,0.1855818684084722,0.09333106816766422,nan,1.1116873653916903,0.9121804729011349,0.9761321617071748,nan,0.08559446761762124,0.23269573231433438,2,0.04019104296864474,0.040835192539205416,0.10588849854797822,0.907187883788161,0.9924197881466746,0.0016344484469034734,6400,0.9218515275074863,1.034372010899774,0.5974874899542632,3.2542114900901677,512,1024,1024,8960,nan,nan
50,0.20701222799993957,0.23991658183661108,0.0004529471093174492,0.1911382201707315,0.07317466647253387,nan,1.133979638509529,0.8719433098587008,0.9940770516317701,nan,0.08047432608486815,0.31317005839920253,3,0.02109608286634546,0.016781329342128438,0.12675835525771123,0.7128424900001078,0.9728883350630824,0.002923362652443727,12800,0.7507955875096038,1.0235350349268757,0.3340545173838292,4.869726455862177,768,2048,1536,17152,nan,nan
75,0.3116880830000355,0.22897953063203533,0.0004963060004790232,0.19590346966150227,0.064729289644507,nan,1.1612844456292943,0.833886870773751,1.0048286835969549,nan,0.07611287816989987,0.3892829365691024,4,0.01275163459738234,0.006606029703295071,0.09188994677167574,0.6743177429584488,0.9688544482934712,0.003211860328976349,19200,0.7205062898103541,0.9745742111766345,0.30404886887196614,4.5775633618952245,1024,3072,2048,25344,nan,nan
100,0.41687379699999383,0.21657609357480395,0.00052583757402351,0.19239995816753006,0.06180007523634267,nan,1.1914404152911988,0.7977072313894293,1.010852353319372,nan,0.07235927876864334,0.46164221533774574,5,0.01124195980648459,0.006033919117531178,0.22072095414817627,0.7142961158271407,0.9745001697824875,0.00328320911357547,25600,0.7128216142661138,0.996174299134752,0.30404886887196614,3.590880102890847,1280,4096,2560,33536,nan,nan
125,0.5254018870000436,0.1993807727226089,0.0012587642251602606,0.1860232090997852,0.0559639969009019,nan,1.2379004855899551,0.762794226077644,0.9993052883324008,nan,0.09292014059751286,0.5545623559352586,6,0.007269488046840612,0.005248649578319176,0.11790611137285024,0.7385278356422099,0.975353360726315,0.0030818220773350755,32000,0.7228628632152356,0.9946521765814256,0.3058837371746498,3.590880102890847,1536,5120,3072,41728,nan,nan
150,0.624529200999973,0.18008751425009956,0.0032647961275054753,0.17303937577166897,0.05092151721178839,nan,1.296190468395614,0.7295833000173544,0.9742262315870315,nan,0.11657996561131789,0.6711423215465765,7,0.0018239848248931042,0.004839227599427105,0.13552817509367734,0.739581627073713,0.9749186879378119,0.0029880258296971834,38400,0.7206533402362664,0.9350522756888295,0.3058837371746498,4.045534574655116,1792,6144,3584,49920,nan,nan
175,0.724871764999989,0.16206720582320386,0.0048323086819573886,0.15988518823173867,0.04645928807031423,nan,1.3569050328154644,0.6980169373357512,0.9450780298487842,nan,0.1214291288397008,0.7925714503862773,8,0.005425692792044055,0.01037758033096876,0.2896563583113721,0.7730383086725516,0.9795921755676941,0.0028600044893064723,44800,0.7194638500770049,0.9332356979509632,0.3419483527710744,4.310679211168384,2048,7168,4096,58112,nan,nan
200,0.8251517639999975,0.1478489073719065,0.006579540974515763,0.1495456587872912,0.04225806576648474,nan,1.4180910875084325,0.6680186038053165,0.9138903086862508,nan,0.12237210938593623,0.9149435597722135,9,0.0037039537766292586,0.018591793849219076,0.049712793782573164,0.7690297479666685,0.9792260126968089,0.002605519146766288,51200,0.699811921531191,0.9471033447138154,0.3419483527710744,4.907781581758932,2304,8192,4608,66304,0.9088633902409262,1.0101003966024804
225,0.9248057910000398,0.1316198796551777,0.005357615037304036,0.13688752716707056,0.04086619145414185,nan,1.4753235527830784,0.6395239552790615,0.8851524919378598,nan,0.11446493054929185,1.0294084903215053,10,0.01155558825527087,0.021114471529333587,0.42791323896973116,0.7966978201458372,0.9813492604546042,0.0024043027727971194,57600,0.6704693964337605,0.9916026246046055,0.3419483527710744,4.907781581758932,2560,9216,5120,74496,0.9088633902409262,1.0101003966024804
250,1.0258070539999835,0.11167395974082807,0.003876799308878599,0.11939774690593505,0.03796130916822637,nan,1.5281580881790027,0.6124598895149508,0.8593820223060461,nan,0.10566907079184873,1.135077561113354,11,0.021026193119920357,0.025735405887401253,0.7575143935047687,0.8077046110532209,0.9822677105518984,0.0021089695089847303,64000,0.680161021341065,1.0425583116688544,0.3419483527710744,4.907781581758932,2816,10240,5632,82688,0.9088633902409262,1.0101003966024804
275,1.1257859849999932,0.08958837445830546,0.003569634006225418,0.09485460030729428,0.03389671977403537,nan,1.5784106864178016,0.5867463088797071,0.8348430047024906,nan,0.10050519647759804,1.235582757590952,12,0.014495848312219261,0.03357042187242198,0.11470850565066885,0.7753344609567033,0.9787853930858809,0.002279652135109336,70400,0.7317231440598579,1.0158136359980878,0.3419483527710744,4.0118581334772845,3072,11264,6144,90880,0.9088633902409262,1.0101003966024804
300,1.227091922999989,0.06976746051233657,0.0033288545774439226,0.07066701440734587,0.030343102699457718,nan,1.626419142884281,0.5623125765796377,0.8112682805360806,nan,0.09601691293295878,1.3315996705239108,13,0.03829088593978355,0.04347684836767501,0.732276605820264,0.7495411023099363,0.9760074323168675,0.0027862751386768733,76800,0.7083001065366396,1.0658297076467271,0.3419483527710744,4.518168088450855,3328,12288,6656,99072,0.9088633902409262,1.0101003966024804
325,1.3687825370000155,0.05321065283401566,0.0030673766543395506,0.04934884922254426,0.027234911302290866,nan,1.6723075280449655,0.5390929962899618,0.7885994756650718,nan,0.09177677032136933,1.42337644084528,14,0.04554873922720009,0.055843920224534174,0.2555150465234962,0.7148807819327021,0.9718640555649607,0.0027703456011227683,83200,0.6789596059791957,1.027233888371614,0.3419483527710744,4.934354813084956,3584,13312,7168,107264,0.9088633902409262,1.0101003966024804
350,1.5621865470000103,0.042034887981988255,0.0030205608334215144,0.03398057890302174,0.025143944405520823,nan,1.7160902202924402,0.5170268108945721,0.766882968812987,nan,0.0875653844949491,1.5109418253402291,15,0.04803366014655817,0.06599093980078352,0.47312477528304525,0.7294968344845453,0.9743452375569246,0.002875244583254835,89600,0.6966856860747697,0.9753410139850234,0.3419483527710744,4.283008953070319,3840,14336,7680,115456,0.9088633902409262,1.0101003966024804
