step,elapsed_seconds,total_loss,physics_loss,initial_loss,boundary_loss,weight_physics,weight_initial,weight_boundary,controller_weight_step_l1,controller_weight_tv,controller_updates,gradient_distribution_tv,loss_distribution_tv,physics_gradient_log_gap,sampler_effective_sample_fraction,sampler_entropy_fraction,sampler_max_probability,optimization_residual_evaluations,controller_residual_evaluations,sampler_residual_evaluations,diagnostic_residual_evaluations,residual_evaluations,relative_l2,max_abs_error
1,0.01746849499977543,0.7752173132841196,0.1522501422531126,0.5884638213681257,0.05228181124495068,0.9645879163720895,0.973444885476492,1.0619671981514185,0.12393439630283698,0.12393439630283698,1,0.04730088546989959,0.0041849198101842865,0.0005986172798118365,1.0,1.0,0.0013020833333333333,192,192,0,384,768,nan,nan
10,0.09623130799991486,0.4435418238293458,0.010361616792393539,0.35323171736790887,0.08807527620368939,0.8855800719979924,0.9358160873839804,1.1786038406180273,0.23327328493321753,0.3572076812360545,2,0.03883596398012752,0.008592031305471195,0.1852007513400844,0.7903900413032227,0.9790517725822626,0.00250179789488941,1920,384,768,768,3840,nan,nan
20,0.2001284019997911,0.426264264118276,0.009078451914468828,0.36634948946359036,0.06673715075567972,0.8156103975594036,0.9114439255524048,1.2729456768881915,0.18868367254032858,0.5458913537763831,3,0.05041488184807907,0.007330146109526854,0.21084270653638873,0.7968017999784353,0.9796044329437203,0.0023605752207052732,3840,576,1536,1152,7104,nan,nan
30,0.28945556400003625,0.4285230384509069,0.0027736247366245415,0.42871281921327076,0.021574002370988464,0.7511875949655457,0.9282427176280362,1.320569687406418,0.1288456051877157,0.6747369589640988,4,0.03257798213818226,0.001914457191993129,0.07306648847260303,0.8507912502062437,0.9867587096613882,0.0025039923467396075,5760,768,2304,1536,10368,nan,nan
40,1.0155121819998385,0.42033304267526816,0.0024707293689653366,0.39374826888371506,0.03969626089397976,0.6895815731185703,0.9233510704788918,1.3870673564025378,0.13299533799223973,0.8077322969563385,5,0.03322825060769788,0.00400273077161198,0.18317122677263006,0.8235361218601859,0.9829159269619051,0.0028725313088278147,7680,960,3072,1920,13632,0.8931351284428962,0.971403930565509
50,1.0746471669999664,0.41807924607302005,0.004981841912545188,0.39426958889639085,0.03652674965764387,0.6422333586513521,0.9189790908160338,1.4387875505326138,0.10344038826015212,0.9111726852164906,6,0.03673553481374193,0.005290406959667037,0.06268736309582246,0.7811831146988593,0.977588257424321,0.0024574856115135643,9600,1152,3840,2304,16896,0.8931351284428962,0.971403930565509
60,1.1460913870000695,0.41554849492832774,0.0033796157744483903,0.3997314067372133,0.030342639258360754,0.5974339980515365,0.9221428317857492,1.480423170162714,0.08959872119963119,1.000771406416122,7,0.03361191557173711,0.004006988411303815,0.31298773435024896,0.837517367295038,0.9843537680551588,0.0025437024065222687,11520,1344,4608,2688,20160,0.8931351284428962,0.971403930565509
70,1.2274705790000553,0.4131870895899012,0.004413137649049622,0.3971971085695408,0.028707403674777948,0.5622163569548461,0.9246486612231177,1.5131349818220357,0.07043528219338069,1.0712066886095026,8,0.03196189297091602,0.004458284237775025,0.3026575564847711,0.8576966818550334,0.9862564391967903,0.002350916095631058,13440,1536,5376,3072,23424,0.8931351284428962,0.971403930565509
80,1.2964004609998483,0.40854575938192694,0.007216386909919828,0.3895327772176461,0.02932737977287453,0.5377735903450392,0.922957652605085,1.5392687570498753,0.05226755045567921,1.1234742390651817,9,0.0320583197038815,0.00512772812114198,0.2285699178926451,0.8609437124048293,0.986557209395033,0.0021849939811994634,15360,1728,6144,3456,26688,0.9035622633698616,0.9737007157419939
90,1.3719059259997266,0.4025423609827354,0.011068652094944025,0.38542870918936445,0.027012221797826724,0.5245410690175888,0.9203503864620208,1.5551085445203898,0.03167957494102913,1.1551538140062108,10,0.042854792677097936,0.009561705475022025,0.5230087005534448,0.8588801169325148,0.9861342088606229,0.002137240425323628,17280,1920,6912,3840,29952,0.9035622633698616,0.9737007157419939
100,1.4525287100000241,0.3942456389995099,0.015581572273875811,0.37827496234990365,0.02564124241268445,0.5236912391273567,0.9148021151780201,1.5615066456946225,0.012796202348465457,1.167950016354676,11,0.04170527190542417,0.012570592478540595,0.4290095703168065,0.870791572549081,0.9871810316041577,0.0020754178788232013,19200,2112,7680,4224,33216,0.9035622633698616,0.9737007157419939
110,1.5212087919999249,0.38397225426375114,0.021993113159279497,0.36844421394803795,0.024830944100473283,0.5361652890653753,0.9050900989568966,1.5587446119777275,0.024948099876037078,1.192898116230713,12,0.03468741596190465,0.015495450703012278,0.2078140399865089,0.8513284349812147,0.9854172421842289,0.0022961244977419636,21120,2304,8448,4608,36480,0.9035622633698616,0.9737007157419939
120,1.6517178129997774,0.37309702069459016,0.02984054774280892,0.3569499819497847,0.0246254420171844,0.5586708114012203,0.8916198826480105,1.5497093059507687,0.045011044671689926,1.237909160902403,13,0.07051999719485433,0.022101129285487055,0.5075388120553201,0.8658246574703936,0.9871731174915819,0.002195827979659575,23040,2496,9216,4992,39744,0.9110896457787373,1.0459055451758366
